t,z,V,Mach,gamma,q_total,T_surface,thickness
36.06,76512.1,7967.62,27.0027,0.212561,1.59172e+07,864.051,0.113133
36.08,76478.5,7967.64,27.0027,0.212591,1.59531e+07,865.459,0.113053
36.1,76444.9,7967.65,27.0028,0.212621,1.5989e+07,866.871,0.112973
36.12,76411.2,7967.67,27.0028,0.212651,1.60251e+07,868.286,0.112893
36.14,76377.6,7967.68,27.0029,0.212681,1.60612e+07,869.707,0.112813
36.16,76344,7967.69,27.0029,0.212711,1.60974e+07,871.131,0.112733
36.18,76310.3,7967.71,27.003,0.212741,1.61337e+07,872.559,0.112652
36.2,76276.7,7967.72,27.003,0.212772,1.61701e+07,873.992,0.112572
36.22,76243,7967.74,27.0031,0.212802,1.62066e+07,875.429,0.112491
36.24,76209.3,7967.75,27.0031,0.212832,1.62431e+07,876.87,0.11241
36.26,76175.7,7967.77,27.0032,0.212862,1.62798e+07,878.316,0.112329
36.28,76142,7967.78,27.0032,0.212893,1.63165e+07,879.765,0.112247
36.3,76108.3,7967.8,27.0033,0.212923,1.63533e+07,881.22,0.112166
36.32,76074.7,7967.81,27.0033,0.212954,1.63902e+07,882.678,0.112084
36.34,76041,7967.83,27.0034,0.212984,1.64272e+07,884.141,0.112002
36.36,76007.3,7967.84,27.0034,0.213015,1.64643e+07,885.608,0.11192
36.38,75973.6,7967.86,27.0035,0.213046,1.65015e+07,887.079,0.111837
36.4,75939.9,7967.88,27.0035,0.213076,1.65388e+07,888.555,0.111755
36.42,75906.2,7967.89,27.0036,0.213107,1.65762e+07,890.036,0.111672
36.44,75872.5,7967.91,27.0036,0.213138,1.66136e+07,891.52,0.111589
36.46,75838.8,7967.92,27.0037,0.213169,1.66512e+07,893.01,0.111506
36.48,75805.1,7967.94,27.0037,0.2132,1.66888e+07,894.503,0.111423
36.5,75771.4,7967.96,27.0038,0.21323,1.67265e+07,896.002,0.111339
36.52,75737.6,7967.97,27.0039,0.213261,1.67644e+07,897.504,0.111256
36.54,75703.9,7967.99,27.0039,0.213292,1.68023e+07,899.011,0.111172
36.56,75670.2,7968.01,27.004,0.213323,1.68403e+07,900.523,0.111088
36.58,75636.4,7968.03,27.004,0.213355,1.68784e+07,902.039,0.111004
36.6,75602.7,7968.04,27.0041,0.213386,1.69166e+07,903.56,0.110919
36.62,75568.9,7968.06,27.0041,0.213417,1.69549e+07,905.086,0.110835
36.64,75535.2,7968.08,27.0042,0.213448,1.69932e+07,906.616,0.11075
36.66,75501.4,7968.1,27.0043,0.213479,1.70317e+07,908.15,0.110665
36.68,75467.6,7968.11,27.0043,0.213511,1.70703e+07,909.69,0.11058
36.7,75433.9,7968.13,27.0044,0.213542,1.71089e+07,911.234,0.110494
36.72,75400.1,7968.15,27.0045,0.213574,1.71477e+07,912.782,0.110409
36.74,75366.3,7968.17,27.0045,0.213605,1.71866e+07,914.336,0.110323
36.76,75332.5,7968.19,27.0046,0.213637,1.72255e+07,915.894,0.110237
36.78,75298.7,7968.21,27.0046,0.213668,1.72645e+07,917.457,0.110151
36.8,75265,7968.23,27.0047,0.2137,1.73037e+07,919.024,0.110064
36.82,75231.2,7968.25,27.0048,0.213732,1.73429e+07,920.596,0.109978
36.84,75197.3,7968.27,27.0048,0.213763,1.73823e+07,922.174,0.109891
36.86,75163.5,7968.29,27.0049,0.213795,1.74217e+07,923.755,0.109804
36.88,75129.7,7968.31,27.005,0.213827,1.74612e+07,925.342,0.109717
36.9,75095.9,7968.33,27.0051,0.213859,1.75008e+07,926.934,0.10963
36.92,75062.1,7968.35,27.0051,0.213891,1.75406e+07,928.53,0.109542
36.94,75028.2,7968.37,27.0052,0.213923,1.75804e+07,930.132,0.109455
36.96,74994.4,7968.39,27.0053,0.213955,1.76203e+07,931.738,0.109367
36.98,74960.6,7968.41,27.0053,0.213987,1.76603e+07,933.349,0.109279
37,74926.7,7968.43,27.0054,0.214019,1.77004e+07,934.965,0.10919
37.02,74892.9,7968.46,27.0055,0.214051,1.77406e+07,936.586,0.109102
37.04,74859,7968.48,27.0056,0.214083,1.7781e+07,938.212,0.109013
37.06,74825.2,7968.5,27.0056,0.214116,1.78214e+07,939.843,0.108924
37.08,74791.3,7968.52,27.0057,0.214148,1.78619e+07,941.48,0.108835
37.1,74757.4,7968.55,27.0058,0.21418,1.79025e+07,943.121,0.108746
37.12,74723.5,7968.57,27.0059,0.214213,1.79432e+07,944.767,0.108656
37.14,74689.7,7968.59,27.006,0.214245,1.7984e+07,946.418,0.108567
37.16,74655.8,7968.62,27.006,0.214278,1.8025e+07,948.075,0.108477
37.18,74621.9,7968.64,27.0061,0.214311,1.8066e+07,949.736,0.108387
37.2,74588,7968.67,27.0062,0.214343,1.81071e+07,951.403,0.108296
37.22,74554.1,7968.69,27.0063,0.214376,1.81483e+07,953.075,0.108206
37.24,74520.2,7968.72,27.0064,0.214409,1.81897e+07,954.752,0.108115
37.26,74486.3,7968.74,27.0065,0.214441,1.82311e+07,956.434,0.108024
37.28,74452.3,7968.77,27.0065,0.214474,1.82726e+07,958.122,0.107933
37.3,74418.4,7968.8,27.0066,0.214507,1.83143e+07,959.814,0.107842
37.32,74384.5,7968.82,27.0067,0.21454,1.8356e+07,961.512,0.10775
37.34,74350.6,7968.85,27.0068,0.214573,1.83978e+07,963.216,0.107658
37.36,74316.6,7968.88,27.0069,0.214606,1.84398e+07,964.924,0.107566
37.38,74282.7,7968.9,27.007,0.214639,1.84819e+07,966.638,0.107474
37.4,74248.7,7968.93,27.0071,0.214673,1.8524e+07,968.358,0.107382
37.42,74214.8,7968.96,27.0072,0.214706,1.85663e+07,970.082,0.107289
37.44,74180.8,7968.99,27.0073,0.214739,1.86087e+07,971.813,0.107196
37.46,74146.8,7969.02,27.0074,0.214772,1.86511e+07,973.548,0.107103
37.48,74112.9,7969.05,27.0075,0.214806,1.86937e+07,975.289,0.10701
37.5,74078.9,7969.08,27.0076,0.214839,1.87364e+07,977.036,0.106917
37.52,74044.9,7969.11,27.0077,0.214873,1.87792e+07,978.788,0.106823
37.54,74010.9,7969.14,27.0078,0.214906,1.88221e+07,980.545,0.106729
37.56,73976.9,7969.17,27.0079,0.21494,1.88651e+07,982.308,0.106635
37.58,73942.9,7969.2,27.008,0.214974,1.89083e+07,984.077,0.106541
37.6,73908.9,7969.23,27.0081,0.215007,1.89515e+07,985.851,0.106446
37.62,73874.9,7969.26,27.0082,0.215041,1.89949e+07,987.631,0.106351
37.64,73840.9,7969.3,27.0083,0.215075,1.90383e+07,989.416,0.106256
37.66,73806.9,7969.33,27.0085,0.215109,1.90819e+07,991.208,0.106161
37.68,73772.9,7969.36,27.0086,0.215143,1.91255e+07,993.004,0.106066
37.7,73738.8,7969.4,27.0087,0.215177,1.91693e+07,994.807,0.10597
37.72,73704.8,7969.43,27.0088,0.215211,1.92132e+07,996.615,0.105874
37.74,73670.8,7969.47,27.0089,0.215245,1.92572e+07,998.429,0.105778
37.76,73636.7,7969.5,27.009,0.215279,1.93014e+07,1000.25,0.105682
37.78,73602.7,7969.54,27.0092,0.215313,1.93456e+07,1002.07,0.105586
37.8,73568.6,7969.58,27.0093,0.215347,1.93899e+07,1003.91,0.105489
37.82,73534.6,7969.61,27.0094,0.215381,1.94344e+07,1005.74,0.105392
37.84,73500.5,7969.65,27.0095,0.215416,1.9479e+07,1007.59,0.105295
37.86,73466.4,7969.69,27.0097,0.21545,1.95237e+07,1009.44,0.105198
37.88,73432.3,7969.73,27.0098,0.215485,1.95685e+07,1011.29,0.1051
37.9,73398.2,7969.76,27.0099,0.215519,1.96134e+07,1013.15,0.105002
37.92,73364.2,7969.8,27.0101,0.215554,1.96584e+07,1015.02,0.104904
37.94,73330.1,7969.84,27.0102,0.215588,1.97035e+07,1016.89,0.104806
37.96,73296,7969.89,27.0103,0.215623,1.97488e+07,1018.77,0.104708
37.98,73261.9,7969.93,27.0105,0.215657,1.97942e+07,1020.66,0.104609
38,73227.7,7969.97,27.0106,0.215692,1.98397e+07,1022.55,0.10451
38.02,73193.6,7970.01,27.0108,0.215727,1.98853e+07,1024.44,0.104411
38.04,73159.5,7970.05,27.0109,0.215762,1.9931e+07,1026.35,0.104311
38.06,73125.4,7970.1,27.011,0.215797,1.99769e+07,1028.26,0.104212
38.08,73091.2,7970.14,27.0112,0.215832,2.00228e+07,1030.17,0.104112
38.1,73057.1,7970.19,27.0113,0.215867,2.00689e+07,1032.09,0.104012
38.12,73022.9,7970.23,27.0115,0.215902,2.01151e+07,1034.02,0.103912
38.14,72988.8,7970.28,27.0117,0.215937,2.01614e+07,1035.96,0.103811
38.16,72954.6,7970.32,27.0118,0.215972,2.02079e+07,1037.9,0.10371
38.18,72920.5,7970.37,27.012,0.216007,2.02544e+07,1039.85,0.103609
38.2,72886.3,7970.42,27.0121,0.216042,2.03011e+07,1041.8,0.103508
38.22,72852.1,7970.47,27.0123,0.216078,2.03479e+07,1043.76,0.103407
38.24,72818,7970.51,27.0125,0.216113,2.03948e+07,1045.73,0.103305
38.26,72783.8,7970.56,27.0126,0.216148,2.04419e+07,1047.7,0.103203
38.28,72749.6,7970.61,27.0128,0.216184,2.0489e+07,1049.68,0.103101
38.3,72715.4,7970.67,27.013,0.216219,2.05363e+07,1051.66,0.102999
38.32,72681.2,7970.72,27.0132,0.216255,2.05837e+07,1053.66,0.102896
38.34,72647,7970.77,27.0133,0.21629,2.06313e+07,1055.65,0.102793
38.36,72612.8,7970.82,27.0135,0.216326,2.06789e+07,1057.66,0.10269
38.38,72578.5,7970.88,27.0137,0.216362,2.07267e+07,1059.67,0.102587
38.4,72544.3,7970.93,27.0139,0.216397,2.07746e+07,1061.69,0.102483
38.42,72510.1,7970.99,27.0141,0.216433,2.08227e+07,1063.72,0.10238
38.44,72475.8,7971.04,27.0143,0.216469,2.08708e+07,1065.75,0.102276
38.46,72441.6,7971.1,27.0144,0.216505,2.09191e+07,1067.79,0.102171
38.48,72407.3,7971.16,27.0146,0.216541,2.09676e+07,1069.83,0.102067
38.5,72373.1,7971.21,27.0148,0.216576,2.10161e+07,1071.88,0.101962
38.52,72338.8,7971.27,27.015,0.216612,2.10648e+07,1073.94,0.101857
38.54,72304.6,7971.33,27.0152,0.216648,2.11136e+07,1076.01,0.101752
38.56,72270.3,7971.39,27.0154,0.216684,2.11625e+07,1078.08,0.101646
38.58,72236,7971.46,27.0157,0.216721,2.12116e+07,1080.16,0.101541
38.6,72201.7,7971.52,27.0159,0.216757,2.12607e+07,1082.25,0.101435
38.62,72167.4,7971.58,27.0161,0.216793,2.13101e+07,1084.34,0.101329
38.64,72133.1,7971.64,27.0163,0.216829,2.13595e+07,1086.44,0.101222
38.66,72098.8,7971.71,27.0165,0.216865,2.14091e+07,1088.55,0.101115
38.68,72064.5,7971.77,27.0167,0.216902,2.14588e+07,1090.67,0.101009
38.7,72030.2,7971.84,27.017,0.216938,2.15086e+07,1092.79,0.100901
38.72,71995.9,7971.91,27.0172,0.216974,2.15586e+07,1094.92,0.100794
38.74,71961.6,7971.98,27.0174,0.217011,2.16087e+07,1097.06,0.100686
38.76,71927.2,7972.05,27.0177,0.217047,2.1659e+07,1099.2,0.100578
38.78,71892.9,7972.12,27.0179,0.217083,2.17093e+07,1101.35,0.10047
38.8,71858.5,7972.19,27.0181,0.21712,2.17598e+07,1103.51,0.100362
38.82,71824.2,7972.26,27.0184,0.217156,2.18105e+07,1105.67,0.100253
38.84,71789.8,7972.33,27.0186,0.217193,2.18613e+07,1107.85,0.100144
38.86,71755.5,7972.4,27.0189,0.217229,2.19122e+07,1110.03,0.100035
38.88,71721.1,7972.48,27.0191,0.217266,2.19632e+07,1112.21,0.0999256
38.9,71686.7,7972.55,27.0194,0.217303,2.20144e+07,1114.41,0.0998159
38.92,71652.4,7972.63,27.0196,0.217339,2.20658e+07,1116.61,0.099706
38.94,71618,7972.71,27.0199,0.217376,2.21172e+07,1118.82,0.0995958
38.96,71583.6,7972.79,27.0202,0.217413,2.21688e+07,1121.04,0.0994854
38.98,71549.2,7972.87,27.0204,0.217449,2.22206e+07,1123.27,0.0993747
39,71514.8,7972.95,27.0207,0.217486,2.22725e+07,1125.5,0.0992637
39.02,71480.4,7973.03,27.021,0.217523,2.23245e+07,1127.74,0.0991525
39.04,71446,7973.11,27.0213,0.21756,2.23766e+07,1129.99,0.099041
39.06,71411.5,7973.19,27.0215,0.217597,2.24289e+07,1132.24,0.0989293
39.08,71377.1,7973.28,27.0218,0.217633,2.24814e+07,1134.51,0.0988173
39.1,71342.7,7973.36,27.0221,0.21767,2.2534e+07,1136.78,0.0987051
39.12,71308.2,7973.45,27.0224,0.217707,2.25867e+07,1139.06,0.0985926
39.14,71273.8,7973.54,27.0227,0.217744,2.26396e+07,1141.35,0.0984798
39.16,71239.3,7973.63,27.023,0.217781,2.26926e+07,1143.64,0.0983668
39.18,71204.9,7973.72,27.0233,0.217818,2.27458e+07,1145.94,0.0982535
39.2,71170.4,7973.81,27.0236,0.217855,2.27991e+07,1148.26,0.09814
39.22,71135.9,7973.9,27.0239,0.217892,2.28525e+07,1150.58,0.0980262
39.24,71101.4,7973.99,27.0243,0.217929,2.29061e+07,1152.9,0.0979121
39.26,71067,7974.09,27.0246,0.217966,2.29599e+07,1155.24,0.0977977
39.28,71032.5,7974.18,27.0249,0.218003,2.30137e+07,1157.58,0.0976831
39.3,70998,7974.28,27.0252,0.21804,2.30678e+07,1159.93,0.0975683
39.32,70963.5,7974.38,27.0256,0.218077,2.3122e+07,1162.29,0.0974531
39.34,70929,7974.48,27.0259,0.218114,2.31763e+07,1164.66,0.0973377
39.36,70894.5,7974.58,27.0262,0.218151,2.32308e+07,1167.04,0.097222
39.38,70859.9,7974.68,27.0266,0.218188,2.32854e+07,1169.43,0.0971061
39.4,70825.4,7974.78,27.0269,0.218225,2.33402e+07,1171.82,0.0969899
39.42,70790.9,7974.88,27.0273,0.218262,2.33951e+07,1174.22,0.0968734
39.44,70756.3,7974.99,27.0276,0.218298,2.34502e+07,1176.63,0.0967566
39.46,70721.8,7975.09,27.028,0.218335,2.35055e+07,1179.05,0.0966396
39.48,70687.2,7975.2,27.0284,0.218372,2.35609e+07,1181.48,0.0965223
39.5,70652.7,7975.31,27.0287,0.218409,2.36164e+07,1183.91,0.0964047
39.52,70618.1,7975.42,27.0291,0.218446,2.36721e+07,1186.36,0.0962869
39.54,70583.5,7975.53,27.0295,0.218483,2.3728e+07,1188.81,0.0961687
39.56,70549,7975.64,27.0298,0.21852,2.3784e+07,1191.28,0.0960503
39.58,70514.4,7975.76,27.0302,0.218557,2.38401e+07,1193.75,0.0959316
39.6,70479.8,7975.87,27.0306,0.218594,2.38964e+07,1196.23,0.0958127
39.62,70445.2,7975.99,27.031,0.218631,2.39529e+07,1198.72,0.0956935
39.64,70410.6,7976.11,27.0314,0.218668,2.40096e+07,1201.21,0.0955739
39.66,70376,7976.23,27.0318,0.218704,2.40663e+07,1203.72,0.0954542
39.68,70341.4,7976.35,27.0322,0.218741,2.41233e+07,1206.24,0.0953341
39.7,70306.8,7976.47,27.0326,0.218778,2.41804e+07,1208.76,0.0952137
39.72,70272.1,7976.59,27.0331,0.218815,2.42377e+07,1211.29,0.0950931
39.74,70237.5,7976.71,27.0335,0.218851,2.42951e+07,1213.84,0.0949722
39.76,70202.9,7976.84,27.0339,0.218888,2.43527e+07,1216.39,0.094851
39.78,70168.2,7976.97,27.0343,0.218924,2.44104e+07,1218.95,0.0947295
39.8,70133.6,7977.1,27.0348,0.218961,2.44683e+07,1221.52,0.0946077
39.82,70098.9,7977.22,27.0352,0.218998,2.45264e+07,1224.1,0.0944857
39.84,70064.2,7977.36,27.0357,0.219034,2.45846e+07,1226.69,0.0943633
39.86,70029.6,7977.49,27.0361,0.21907,2.4643e+07,1229.29,0.0942407
39.88,69994.9,7977.62,27.0366,0.219107,2.47016e+07,1231.9,0.0941178
39.9,69960.2,7977.76,27.037,0.219143,2.47603e+07,1234.52,0.0939946
39.92,69925.5,7977.89,27.0375,0.219179,2.48192e+07,1237.15,0.0938711
39.94,69890.8,7978.03,27.0379,0.219216,2.48783e+07,1239.78,0.0937473
39.96,69856.1,7978.17,27.0384,0.219252,2.49375e+07,1242.43,0.0936232
39.98,69821.4,7978.31,27.0389,0.219288,2.49969e+07,1245.09,0.0934988
40,69786.7,7978.46,27.0394,0.219324,2.50564e+07,1247.75,0.0933742
40.02,69752,7978.6,27.0399,0.21936,2.51162e+07,1250.43,0.0932492
40.04,69717.2,7978.75,27.0404,0.219396,2.51761e+07,1253.12,0.093124
40.06,69682.5,7978.89,27.0409,0.219432,2.52361e+07,1255.81,0.0929984
40.08,69647.8,7979.04,27.0414,0.219467,2.52964e+07,1258.52,0.0928726
40.1,69613,7979.19,27.0419,0.219503,2.53568e+07,1261.24,0.0927464
40.12,69578.3,7979.34,27.0424,0.219539,2.54173e+07,1263.96,0.09262
40.14,69543.5,7979.5,27.0429,0.219574,2.54781e+07,1266.7,0.0924933
40.16,69508.8,7979.65,27.0434,0.21961,2.5539e+07,1269.45,0.0923662
40.18,69474,7979.81,27.044,0.219645,2.56001e+07,1272.2,0.0922389
40.2,69439.2,7979.96,27.0445,0.21968,2.56614e+07,1274.97,0.0921113
40.22,69404.4,7980.12,27.045,0.219715,2.57228e+07,1277.75,0.0919834
40.24,69369.6,7980.28,27.0456,0.219751,2.57844e+07,1280.54,0.0918551
40.26,69334.8,7980.44,27.0461,0.219786,2.58462e+07,1283.33,0.0917266
40.28,69300,7980.61,27.0467,0.21982,2.59082e+07,1286.14,0.0915977
40.3,69265.2,7980.77,27.0472,0.219855,2.59703e+07,1288.96,0.0914686
40.32,69230.4,7980.94,27.0478,0.21989,2.60326e+07,1291.79,0.0913391
40.34,69195.6,7981.11,27.0484,0.219924,2.60951e+07,1294.64,0.0912094
40.36,69160.8,7981.28,27.0489,0.219959,2.61578e+07,1297.49,0.0910793
40.38,69125.9,7981.45,27.0495,0.219993,2.62206e+07,1300.35,0.090949
40.4,69091.1,7981.62,27.0501,0.220027,2.62836e+07,1303.22,0.0908183
40.42,69056.3,7981.79,27.0507,0.220061,2.63469e+07,1306.11,0.0906873
40.44,69021.4,7981.97,27.0513,0.220095,2.64102e+07,1309,0.090556
40.46,68986.6,7982.15,27.0519,0.220129,2.64738e+07,1311.91,0.0904244
40.48,68951.7,7982.33,27.0525,0.220163,2.65376e+07,1314.83,0.0902924
40.5,68916.8,7982.51,27.0531,0.220196,2.66015e+07,1317.76,0.0901602
40.52,68882,7982.69,27.0537,0.220229,2.66656e+07,1320.7,0.0900277
40.54,68847.1,7982.87,27.0543,0.220263,2.67299e+07,1323.65,0.0898948
40.56,68812.2,7983.06,27.055,0.220296,2.67944e+07,1326.61,0.0897616
40.58,68777.3,7983.24,27.0556,0.220328,2.6859e+07,1329.59,0.0896281
40.6,68742.4,7983.43,27.0562,0.220361,2.69239e+07,1332.57,0.0894943
40.62,68707.5,7983.62,27.0569,0.220394,2.69889e+07,1335.57,0.0893602
40.64,68672.6,7983.81,27.0575,0.220426,2.70541e+07,1338.58,0.0892257
40.66,68637.7,7984,27.0582,0.220458,2.71195e+07,1341.6,0.089091
40.68,68602.7,7984.2,27.0588,0.22049,2.71851e+07,1344.63,0.0889559
40.7,68567.8,7984.39,27.0595,0.220522,2.72509e+07,1347.68,0.0888205
40.72,68532.9,7984.59,27.0602,0.220554,2.73168e+07,1350.73,0.0886847
40.74,68497.9,7984.79,27.0608,0.220586,2.7383e+07,1353.8,0.0885487
40.76,68463,7984.99,27.0615,0.220617,2.74493e+07,1356.88,0.0884123
40.78,68428.1,7985.19,27.0622,0.220648,2.75158e+07,1359.98,0.0882756
40.8,68393.1,7985.39,27.0629,0.220679,2.75826e+07,1363.08,0.0881385
40.82,68358.1,7985.6,27.0636,0.22071,2.76495e+07,1366.2,0.0880012
40.84,68323.2,7985.8,27.0643,0.22074,2.77165e+07,1369.33,0.0878635
40.86,68288.2,7986.01,27.065,0.22077,2.77838e+07,1372.47,0.0877255
40.88,68253.2,7986.22,27.0657,0.220801,2.78513e+07,1375.62,0.0875872
40.9,68218.2,7986.43,27.0664,0.22083,2.7919e+07,1378.79,0.0874485
40.92,68183.2,7986.64,27.0671,0.22086,2.79868e+07,1381.97,0.0873095
40.94,68148.2,7986.85,27.0678,0.220889,2.80549e+07,1385.16,0.0871701
40.96,68113.2,7987.07,27.0686,0.220919,2.81231e+07,1388.36,0.0870305
40.98,68078.2,7987.28,27.0693,0.220948,2.81915e+07,1391.58,0.0868905
41,68043.2,7987.5,27.07,0.220976,2.82601e+07,1394.81,0.0867501
41.02,68008.2,7987.72,27.0708,0.221005,2.8329e+07,1398.05,0.0866095
41.04,67973.2,7987.94,27.0715,0.221033,2.8398e+07,1401.31,0.0864685
41.06,67938.2,7988.16,27.0723,0.221061,2.84672e+07,1404.58,0.0863271
41.08,67903.1,7988.38,27.073,0.221088,2.85366e+07,1407.86,0.0861854
41.1,67868.1,7988.61,27.0738,0.221116,2.86061e+07,1411.16,0.0860434
41.12,67833,7988.83,27.0745,0.221143,2.86759e+07,1414.47,0.0859011
41.14,67798,7989.06,27.0753,0.22117,2.87459e+07,1417.79,0.0857584
41.16,67762.9,7989.28,27.0761,0.221196,2.88161e+07,1421.12,0.0856153
41.18,67727.9,7989.51,27.0768,0.221223,2.88864e+07,1424.47,0.0854719
41.2,67692.8,7989.74,27.0776,0.221249,2.8957e+07,1427.84,0.0853282
41.22,67657.8,7989.97,27.0784,0.221275,2.90278e+07,1431.21,0.0851842
41.24,67622.7,7990.2,27.0792,0.2213,2.90987e+07,1434.6,0.0850397
41.26,67587.6,7990.44,27.08,0.221325,2.91699e+07,1438.01,0.084895
41.28,67552.5,7990.67,27.0808,0.22135,2.92412e+07,1441.43,0.0847499
41.3,67517.4,7990.91,27.0816,0.221374,2.93128e+07,1444.86,0.0846044
41.32,67482.3,7991.14,27.0824,0.221399,2.93845e+07,1448.31,0.0844586
41.34,67447.2,7991.38,27.0832,0.221422,2.94564e+07,1451.77,0.0843125
41.36,67412.1,7991.62,27.084,0.221446,2.95286e+07,1455.24,0.084166
41.38,67377,7991.86,27.0848,0.221469,2.96009e+07,1458.73,0.0840191
41.4,67341.9,7992.1,27.0856,0.221492,2.96734e+07,1462.24,0.0838719
41.42,67306.8,7992.34,27.0864,0.221515,2.97462e+07,1465.75,0.0837244
41.44,67271.7,7992.58,27.0872,0.221537,2.98191e+07,1469.29,0.0835765
41.46,67236.5,7992.82,27.0881,0.221559,2.98922e+07,1472.84,0.0834282
41.48,67201.4,7993.06,27.0889,0.22158,2.99655e+07,1476.4,0.0832796
41.5,67166.3,7993.31,27.0897,0.221601,3.0039e+07,1479.98,0.0831306
41.52,67131.1,7993.55,27.0905,0.221622,3.01127e+07,1483.57,0.0829813
41.54,67096,7993.8,27.0914,0.221643,3.01867e+07,1487.18,0.0828316
41.56,67060.8,7994.04,27.0922,0.221663,3.02608e+07,1490.8,0.0826816
41.58,67025.7,7994.29,27.093,0.221682,3.03351e+07,1494.44,0.0825312
41.6,66990.5,7994.54,27.0939,0.221702,3.04096e+07,1498.09,0.0823804
41.62,66955.4,7994.78,27.0947,0.22172,3.04842e+07,1501.76,0.0822293
41.64,66920.2,7995.03,27.0956,0.221739,3.05591e+07,1505.44,0.0820778
41.66,66885,7995.28,27.0964,0.221757,3.06342e+07,1509.14,0.0819259
41.68,66849.9,7995.53,27.0972,0.221775,3.07095e+07,1512.86,0.0817737
41.7,66814.7,7995.78,27.0981,0.221792,3.0785e+07,1516.59,0.0816211
41.72,66779.5,7996.03,27.0989,0.221809,3.08607e+07,1520.34,0.0814682
41.74,66744.3,7996.28,27.0998,0.221826,3.09365e+07,1524.1,0.0813149
41.76,66709.1,7996.53,27.1006,0.221842,3.10126e+07,1527.88,0.0811612
41.78,66674,7996.78,27.1015,0.221857,3.10888e+07,1531.68,0.0810072
41.8,66638.8,7997.03,27.1023,0.221873,3.11653e+07,1535.49,0.0808528
41.82,66603.6,7997.27,27.1032,0.221887,3.12419e+07,1539.32,0.080698
41.84,66568.4,7997.52,27.104,0.221902,3.13188e+07,1543.17,0.0805428
41.86,66533.2,7997.77,27.1048,0.221916,3.13958e+07,1547.03,0.0803873
41.88,66498,7998.02,27.1057,0.221929,3.1473e+07,1550.91,0.0802314
41.9,66462.7,7998.27,27.1065,0.221943,3.15504e+07,1554.8,0.0800752
41.92,66427.5,7998.52,27.1074,0.221955,3.1628e+07,1558.71,0.0799185
41.94,66392.3,7998.77,27.1082,0.221967,3.17058e+07,1562.64,0.0797615
41.96,66357.1,7999.02,27.1091,0.221979,3.17838e+07,1566.59,0.0796041
41.98,66321.9,7999.27,27.1099,0.22199,3.1862e+07,1570.55,0.0794464
42,66286.6,7999.51,27.1107,0.222001,3.19404e+07,1574.53,0.0792882
42.02,66251.4,7999.76,27.1116,0.222012,3.20189e+07,1578.53,0.0791297
42.04,66216.2,8000,27.1124,0.222022,3.20977e+07,1582.55,0.0789708
42.06,66180.9,8000.25,27.1132,0.222031,3.21766e+07,1586.58,0.0788115
42.08,66145.7,8000.49,27.1141,0.22204,3.22557e+07,1590.63,0.0786519
42.1,66110.5,8000.74,27.1149,0.222049,3.2335e+07,1594.7,0.0784919
42.12,66075.2,8000.98,27.1157,0.222057,3.24145e+07,1598.79,0.0783315
42.14,66040,8001.22,27.1165,0.222064,3.24942e+07,1602.9,0.0781707
42.16,66004.7,8001.46,27.1173,0.222071,3.2574e+07,1607.02,0.0780095
42.18,65969.5,8001.7,27.1182,0.222078,3.26541e+07,1611.16,0.0778479
42.2,65934.2,8001.94,27.119,0.222084,3.27343e+07,1615.32,0.077686
42.22,65899,8002.17,27.1198,0.22209,3.28147e+07,1619.5,0.0775237
42.24,65863.7,8002.41,27.1206,0.222095,3.28953e+07,1623.7,0.077361
42.26,65828.5,8002.64,27.1213,0.2221,3.2976e+07,1627.91,0.0771979
42.28,65793.2,8002.87,27.1221,0.222104,3.3057e+07,1632.15,0.0770344
42.3,65758,8003.1,27.1229,0.222108,3.31381e+07,1636.4,0.0768705
42.32,65722.7,8003.33,27.1237,0.222111,3.32194e+07,1640.68,0.0767063
42.34,65687.4,8003.56,27.1244,0.222114,3.33008e+07,1644.97,0.0765416
42.36,65652.2,8003.78,27.1252,0.222116,3.33825e+07,1649.28,0.0763766
42.38,65616.9,8004,27.126,0.222118,3.34643e+07,1653.61,0.0762112
42.4,65581.7,8004.22,27.1267,0.222119,3.35463e+07,1657.97,0.0760454
42.42,65546.4,8004.44,27.1275,0.22212,3.36284e+07,1662.34,0.0758792
42.44,65511.1,8004.66,27.1282,0.222121,3.37107e+07,1666.73,0.0757126
42.46,65475.9,8004.87,27.1289,0.222121,3.37932e+07,1671.14,0.0755456
42.48,65440.6,8005.08,27.1296,0.22212,3.38759e+07,1675.57,0.0753782
42.5,65405.3,8005.29,27.1303,0.222119,3.39587e+07,1680.02,0.0752104
42.52,65370,8005.5,27.131,0.222117,3.40416e+07,1684.49,0.0750423
42.54,65334.8,8005.7,27.1317,0.222115,3.41248e+07,1688.99,0.0748737
42.56,65299.5,8005.9,27.1324,0.222113,3.42081e+07,1693.5,0.0747048
42.58,65264.2,8006.1,27.1331,0.22211,3.42915e+07,1698.03,0.0745354
42.6,65228.9,8006.29,27.1337,0.222107,3.43751e+07,1702.59,0.0743657
42.62,65193.7,8006.48,27.1344,0.222103,3.44589e+07,1707.16,0.0741956
42.64,65158.4,8006.67,27.135,0.222098,3.45428e+07,1711.76,0.074025
42.66,65123.1,8006.85,27.1356,0.222093,3.46269e+07,1716.38,0.0738541
42.68,65087.9,8007.04,27.1362,0.222088,3.47111e+07,1721.02,0.0736828
42.7,65052.6,8007.21,27.1368,0.222083,3.47955e+07,1725.68,0.073511
