t,z,V,Mach,gamma,q_conv,q_rad,q_emit,q_net,T_surface,thickness
5.56,118449,7817.37,26.4934,0.0667676,35419.1,23.549,416.669,35026,300.599,0.149955
5.58,118438,7817.49,26.4938,0.0669913,35445.4,23.583,416.682,35052.3,300.601,0.149955
5.6,118428,7817.6,26.4942,0.067215,35471.8,23.6172,416.695,35078.7,300.604,0.149955
5.62,118417,7817.72,26.4946,0.0674386,35498.3,23.6515,416.707,35105.3,300.606,0.149955
5.64,118407,7817.84,26.495,0.0676623,35525,23.686,416.72,35131.9,300.608,0.149954
5.66,118396,7817.96,26.4954,0.067886,35551.7,23.7207,416.733,35158.7,300.611,0.149954
5.68,118386,7818.08,26.4958,0.0681096,35578.6,23.7555,416.746,35185.6,300.613,0.149954
5.7,118375,7818.2,26.4962,0.0683333,35605.5,23.7905,416.759,35212.6,300.615,0.149954
5.72,118364,7818.31,26.4967,0.068557,35632.6,23.8257,416.772,35239.6,300.618,0.149954
5.74,118353,7818.43,26.4971,0.0687806,35659.8,23.861,416.785,35266.8,300.62,0.149954
5.76,118343,7818.56,26.4975,0.0690043,35687,23.8965,416.797,35294.1,300.622,0.149953
5.78,118332,7818.68,26.4979,0.0692279,35714.4,23.9322,416.81,35321.6,300.625,0.149953
5.8,118321,7818.8,26.4983,0.0694515,35741.9,23.968,416.823,35349.1,300.627,0.149953
5.82,118310,7818.92,26.4987,0.0696752,35769.6,24.004,416.836,35376.7,300.629,0.149953
5.84,118299,7819.04,26.4991,0.0698988,35797.3,24.0402,416.849,35404.5,300.632,0.149953
5.86,118288,7819.16,26.4995,0.0701224,35825.1,24.0766,416.862,35432.3,300.634,0.149952
5.88,118277,7819.29,26.4999,0.0703461,35853.1,24.1131,416.875,35460.3,300.636,0.149952
5.9,118266,7819.41,26.5004,0.0705697,35881.1,24.1498,416.888,35488.4,300.639,0.149952
5.92,118255,7819.53,26.5008,0.0707933,35909.3,24.1866,416.901,35516.6,300.641,0.149952
5.94,118244,7819.66,26.5012,0.0710169,35937.6,24.2237,416.914,35544.9,300.643,0.149952
5.96,118233,7819.78,26.5016,0.0712405,35966,24.2609,416.927,35573.3,300.646,0.149952
5.98,118222,7819.91,26.502,0.0714641,35994.5,24.2983,416.94,35601.8,300.648,0.149951
6,118211,7820.03,26.5025,0.0716877,36023.1,24.3358,416.953,35630.5,300.65,0.149951
6.02,118199,7820.16,26.5029,0.0719113,36051.8,24.3736,416.966,35659.2,300.653,0.149951
6.04,118188,7820.28,26.5033,0.0721349,36080.7,24.4115,416.979,35688.1,300.655,0.149951
6.06,118177,7820.41,26.5038,0.0723585,36109.6,24.4496,416.992,35717.1,300.657,0.149951
6.08,118165,7820.54,26.5042,0.0725821,36138.7,24.4878,417.005,35746.2,300.66,0.149951
6.1,118154,7820.66,26.5046,0.0728057,36167.9,24.5263,417.018,35775.4,300.662,0.14995
6.12,118143,7820.79,26.505,0.0730293,36197.2,24.5649,417.031,35804.7,300.664,0.14995
6.14,118131,7820.92,26.5055,0.0732528,36226.6,24.6037,417.044,35834.1,300.667,0.14995
6.16,118120,7821.05,26.5059,0.0734764,36256.1,24.6427,417.057,35863.7,300.669,0.14995
6.18,118108,7821.18,26.5063,0.0737,36285.7,24.6819,417.071,35893.3,300.671,0.14995
6.2,118097,7821.3,26.5068,0.0739235,36315.5,24.7212,417.084,35923.1,300.674,0.149949
6.22,118085,7821.43,26.5072,0.0741471,36345.4,24.7607,417.097,35953,300.676,0.149949
6.24,118073,7821.56,26.5077,0.0743706,36375.3,24.8005,417.11,35983,300.679,0.149949
6.26,118062,7821.69,26.5081,0.0745942,36405.4,24.8404,417.123,36013.1,300.681,0.149949
6.28,118050,7821.82,26.5085,0.0748177,36435.6,24.8804,417.136,36043.4,300.683,0.149949
6.3,118038,7821.96,26.509,0.0750413,36466,24.9207,417.149,36073.7,300.686,0.149949
6.32,118027,7822.09,26.5094,0.0752648,36496.4,24.9612,417.163,36104.2,300.688,0.149948
6.34,118015,7822.22,26.5099,0.0754884,36527,25.0018,417.176,36134.8,300.69,0.149948
6.36,118003,7822.35,26.5103,0.0757119,36557.7,25.0426,417.189,36165.5,300.693,0.149948
6.38,117991,7822.48,26.5108,0.0759354,36588.4,25.0836,417.202,36196.3,300.695,0.149948
6.4,117979,7822.62,26.5112,0.0761589,36619.4,25.1248,417.216,36227.3,300.698,0.149948
6.42,117967,7822.75,26.5117,0.0763824,36650.4,25.1662,417.229,36258.3,300.7,0.149948
6.44,117955,7822.88,26.5121,0.076606,36681.5,25.2078,417.242,36289.5,300.702,0.149947
6.46,117943,7823.02,26.5126,0.0768295,36712.8,25.2496,417.255,36320.8,300.705,0.149947
6.48,117931,7823.15,26.513,0.077053,36744.2,25.2916,417.269,36352.2,300.707,0.149947
6.5,117919,7823.29,26.5135,0.0772765,36775.7,25.3337,417.282,36383.7,300.71,0.149947
6.52,117907,7823.42,26.514,0.0775,36807.3,25.3761,417.295,36415.4,300.712,0.149947
6.54,117895,7823.56,26.5144,0.0777235,36839,25.4186,417.309,36447.1,300.714,0.149946
6.56,117883,7823.69,26.5149,0.077947,36870.9,25.4614,417.322,36479,300.717,0.149946
6.58,117870,7823.83,26.5153,0.0781704,36902.9,25.5043,417.335,36511,300.719,0.149946
6.6,117858,7823.97,26.5158,0.0783939,36935,25.5474,417.349,36543.2,300.722,0.149946
6.62,117846,7824.11,26.5163,0.0786174,36967.2,25.5908,417.362,36575.4,300.724,0.149946
6.64,117834,7824.24,26.5167,0.0788409,36999.5,25.6343,417.375,36607.8,300.726,0.149946
6.66,117821,7824.38,26.5172,0.0790643,37032,25.678,417.389,36640.3,300.729,0.149945
6.68,117809,7824.52,26.5177,0.0792878,37064.5,25.7219,417.402,36672.9,300.731,0.149945
6.7,117796,7824.66,26.5182,0.0795113,37097.2,25.766,417.416,36705.6,300.734,0.149945
6.72,117784,7824.8,26.5186,0.0797347,37130.1,25.8104,417.429,36738.4,300.736,0.149945
6.74,117771,7824.94,26.5191,0.0799582,37163,25.8549,417.443,36771.4,300.739,0.149945
6.76,117759,7825.08,26.5196,0.0801816,37196.1,25.8996,417.456,36804.5,300.741,0.149944
6.78,117746,7825.22,26.52,0.080405,37229.2,25.9445,417.469,36837.7,300.743,0.149944
6.8,117734,7825.36,26.5205,0.0806285,37262.5,25.9897,417.483,36871.1,300.746,0.149944
6.82,117721,7825.5,26.521,0.0808519,37296,26.035,417.496,36904.5,300.748,0.149944
6.84,117708,7825.64,26.5215,0.0810753,37329.5,26.0806,417.51,36938.1,300.751,0.149944
6.86,117696,7825.78,26.522,0.0812988,37363.2,26.1263,417.523,36971.8,300.753,0.149944
6.88,117683,7825.93,26.5224,0.0815222,37397,26.1723,417.537,37005.6,300.756,0.149943
6.9,117670,7826.07,26.5229,0.0817456,37430.9,26.2184,417.551,37039.6,300.758,0.149943
6.92,117657,7826.21,26.5234,0.081969,37465,26.2648,417.564,37073.7,300.76,0.149943
6.94,117645,7826.36,26.5239,0.0821924,37499.1,26.3114,417.578,37107.9,300.763,0.149943
6.96,117632,7826.5,26.5244,0.0824158,37533.4,26.3582,417.591,37142.2,300.765,0.149943
6.98,117619,7826.64,26.5249,0.0826392,37567.9,26.4052,417.605,37176.7,300.768,0.149942
7,117606,7826.79,26.5254,0.0828626,37602.4,26.4524,417.619,37211.2,300.77,0.149942
7.02,117593,7826.93,26.5259,0.083086,37637.1,26.4998,417.632,37245.9,300.773,0.149942
7.04,117580,7827.08,26.5264,0.0833094,37671.9,26.5474,417.646,37280.8,300.775,0.149942
7.06,117567,7827.23,26.5269,0.0835328,37706.8,26.5953,417.659,37315.7,300.778,0.149942
7.08,117554,7827.37,26.5274,0.0837561,37741.8,26.6434,417.673,37350.8,300.78,0.149942
7.1,117541,7827.52,26.5278,0.0839795,37777,26.6916,417.687,37386,300.783,0.149941
7.12,117527,7827.67,26.5283,0.0842029,37812.3,26.7401,417.7,37421.4,300.785,0.149941
7.14,117514,7827.81,26.5288,0.0844262,37847.7,26.7889,417.714,37456.8,300.788,0.149941
7.16,117501,7827.96,26.5293,0.0846496,37883.3,26.8378,417.728,37492.4,300.79,0.149941
7.18,117488,7828.11,26.5299,0.0848729,37919,26.887,417.742,37528.1,300.792,0.149941
7.2,117474,7828.26,26.5304,0.0850963,37954.8,26.9363,417.755,37564,300.795,0.14994
7.22,117461,7828.41,26.5309,0.0853196,37990.7,26.9859,417.769,37600,300.797,0.14994
7.24,117448,7828.56,26.5314,0.085543,38026.8,27.0358,417.783,37636.1,300.8,0.14994
7.26,117434,7828.71,26.5319,0.0857663,38063,27.0858,417.797,37672.3,300.802,0.14994
7.28,117421,7828.86,26.5324,0.0859896,38099.3,27.1361,417.811,37708.7,300.805,0.14994
7.3,117407,7829.01,26.5329,0.086213,38135.8,27.1866,417.824,37745.2,300.807,0.149939
7.32,117394,7829.16,26.5334,0.0864363,38172.4,27.2373,417.838,37781.8,300.81,0.149939
7.34,117380,7829.31,26.5339,0.0866596,38209.1,27.2882,417.852,37818.5,300.812,0.149939
7.36,117367,7829.46,26.5344,0.0868829,38245.9,27.3394,417.866,37855.4,300.815,0.149939
7.38,117353,7829.62,26.5349,0.0871062,38282.9,27.3908,417.88,37892.4,300.817,0.149939
7.4,117339,7829.77,26.5355,0.0873295,38320,27.4424,417.894,37929.6,300.82,0.149939
7.42,117326,7829.92,26.536,0.0875528,38357.3,27.4943,417.908,37966.9,300.822,0.149938
7.44,117312,7830.07,26.5365,0.0877761,38394.6,27.5464,417.921,38004.3,300.825,0.149938
7.46,117298,7830.23,26.537,0.0879994,38432.2,27.5987,417.935,38041.8,300.827,0.149938
7.48,117284,7830.38,26.5375,0.0882227,38469.8,27.6513,417.949,38079.5,300.83,0.149938
7.5,117271,7830.54,26.5381,0.0884459,38507.6,27.7041,417.963,38117.3,300.832,0.149938
7.52,117257,7830.69,26.5386,0.0886692,38545.5,27.7571,417.977,38155.2,300.835,0.149937
7.54,117243,7830.85,26.5391,0.0888925,38583.5,27.8104,417.991,38193.3,300.837,0.149937
7.56,117229,7831,26.5397,0.0891157,38621.7,27.8639,418.005,38231.5,300.84,0.149937
7.58,117215,7831.16,26.5402,0.089339,38660,27.9176,418.019,38269.9,300.842,0.149937
7.6,117201,7831.32,26.5407,0.0895622,38698.4,27.9716,418.033,38308.4,300.845,0.149937
7.62,117187,7831.47,26.5412,0.0897855,38737,28.0258,418.047,38347,300.848,0.149936
7.64,117173,7831.63,26.5418,0.0900087,38775.7,28.0803,418.061,38385.7,300.85,0.149936
7.66,117159,7831.79,26.5423,0.090232,38814.5,28.135,418.075,38424.6,300.853,0.149936
7.68,117145,7831.95,26.5428,0.0904552,38853.5,28.1899,418.09,38463.6,300.855,0.149936
7.7,117130,7832.1,26.5434,0.0906784,38892.6,28.2451,418.104,38502.8,300.858,0.149936
7.72,117116,7832.26,26.5439,0.0909017,38931.9,28.3005,418.118,38542.1,300.86,0.149935
7.74,117102,7832.42,26.5445,0.0911249,38971.3,28.3562,418.132,38581.5,300.863,0.149935
7.76,117088,7832.58,26.545,0.0913481,39010.8,28.4121,418.146,38621.1,300.865,0.149935
7.78,117073,7832.74,26.5455,0.0915713,39050.5,28.4683,418.16,38660.8,300.868,0.149935
7.8,117059,7832.9,26.5461,0.0917945,39090.3,28.5247,418.174,38700.6,300.87,0.149935
7.82,117044,7833.06,26.5466,0.0920177,39130.2,28.5814,418.189,38740.6,300.873,0.149935
7.84,117030,7833.23,26.5472,0.0922409,39170.3,28.6383,418.203,38780.7,300.876,0.149934
7.86,117016,7833.39,26.5477,0.0924641,39210.5,28.6955,418.217,38821,300.878,0.149934
7.88,117001,7833.55,26.5483,0.0926873,39250.8,28.7529,418.231,38861.4,300.881,0.149934
7.9,116987,7833.71,26.5488,0.0929104,39291.3,28.8106,418.246,38901.9,300.883,0.149934
7.92,116972,7833.87,26.5494,0.0931336,39332,28.8685,418.26,38942.6,300.886,0.149934
7.94,116957,7834.04,26.5499,0.0933568,39372.8,28.9267,418.274,38983.4,300.888,0.149933
7.96,116943,7834.2,26.5505,0.09358,39413.7,28.9852,418.288,39024.4,300.891,0.149933
7.98,116928,7834.37,26.551,0.0938031,39454.7,29.0439,418.303,39065.5,300.894,0.149933
8,116913,7834.53,26.5516,0.0940263,39495.9,29.1029,418.317,39106.7,300.896,0.149933
8.02,116899,7834.69,26.5522,0.0942494,39537.3,29.1621,418.331,39148.1,300.899,0.149933
8.04,116884,7834.86,26.5527,0.0944726,39578.7,29.2216,418.346,39189.6,300.901,0.149932
8.06,116869,7835.03,26.5533,0.0946957,39620.4,29.2814,418.36,39231.3,300.904,0.149932
8.08,116854,7835.19,26.5538,0.0949188,39662.1,29.3414,418.375,39273.1,300.906,0.149932
8.1,116839,7835.36,26.5544,0.095142,39704,29.4017,418.389,39315,300.909,0.149932
8.12,116824,7835.52,26.555,0.0953651,39746.1,29.4622,418.403,39357.1,300.912,0.149932
8.14,116809,7835.69,26.5555,0.0955882,39788.3,29.5231,418.418,39399.4,300.914,0.149931
8.16,116794,7835.86,26.5561,0.0958113,39830.6,29.5842,418.432,39441.8,300.917,0.149931
8.18,116779,7836.03,26.5567,0.0960344,39873.1,29.6455,418.447,39484.3,300.919,0.149931
8.2,116764,7836.2,26.5573,0.0962575,39915.7,29.7072,418.461,39527,300.922,0.149931
8.22,116749,7836.36,26.5578,0.0964806,39958.5,29.7691,418.476,39569.8,300.925,0.149931
8.24,116734,7836.53,26.5584,0.0967037,40001.4,29.8312,418.49,39612.7,300.927,0.14993
8.26,116719,7836.7,26.559,0.0969268,40044.5,29.8937,418.505,39655.9,300.93,0.14993
8.28,116704,7836.87,26.5595,0.0971499,40087.7,29.9564,418.519,39699.1,300.933,0.14993
8.3,116689,7837.04,26.5601,0.097373,40131,30.0194,418.534,39742.5,300.935,0.14993
8.32,116673,7837.21,26.5607,0.097596,40174.5,30.0827,418.549,39786.1,300.938,0.14993
8.34,116658,7837.38,26.5613,0.0978191,40218.2,30.1463,418.563,39829.8,300.94,0.149929
8.36,116643,7837.56,26.5619,0.0980422,40262,30.2101,418.578,39873.6,300.943,0.149929
8.38,116627,7837.73,26.5624,0.0982652,40305.9,30.2742,418.592,39917.6,300.946,0.149929
8.4,116612,7837.9,26.563,0.0984883,40350,30.3387,418.607,39961.8,300.948,0.149929
8.42,116596,7838.07,26.5636,0.0987113,40394.3,30.4033,418.622,40006.1,300.951,0.149929
8.44,116581,7838.25,26.5642,0.0989343,40438.7,30.4683,418.636,40050.5,300.954,0.149928
8.46,116565,7838.42,26.5648,0.0991574,40483.2,30.5336,418.651,40095.1,300.956,0.149928
8.48,116550,7838.59,26.5654,0.0993804,40527.9,30.5991,418.666,40139.8,300.959,0.149928
8.5,116534,7838.77,26.566,0.0996034,40572.7,30.665,418.681,40184.7,300.962,0.149928
8.52,116519,7838.94,26.5666,0.0998264,40617.7,30.7311,418.695,40229.8,300.964,0.149928
8.54,116503,7839.12,26.5672,0.100049,40662.9,30.7975,418.71,40275,300.967,0.149928
8.56,116487,7839.29,26.5677,0.100272,40708.2,30.8643,418.725,40320.3,300.97,0.149927
8.58,116472,7839.47,26.5683,0.100495,40753.6,30.9313,418.74,40365.8,300.972,0.149927
8.6,116456,7839.64,26.5689,0.100718,40799.2,30.9986,418.755,40411.5,300.975,0.149927
8.62,116440,7839.82,26.5695,0.100941,40845,31.0662,418.769,40457.3,300.978,0.149927
8.64,116424,7840,26.5701,0.101164,40890.9,31.1341,418.784,40503.2,300.98,0.149927
8.66,116408,7840.18,26.5707,0.101387,40937,31.2023,418.799,40549.4,300.983,0.149926
8.68,116392,7840.35,26.5713,0.10161,40983.2,31.2708,418.814,40595.6,300.986,0.149926
8.7,116376,7840.53,26.5719,0.101833,41029.5,31.3396,418.829,40642,300.988,0.149926
8.72,116360,7840.71,26.5726,0.102056,41076.1,31.4087,418.844,40688.6,300.991,0.149926
8.74,116344,7840.89,26.5732,0.102279,41122.7,31.4781,418.859,40735.4,300.994,0.149925
8.76,116328,7841.07,26.5738,0.102502,41169.6,31.5479,418.874,40782.2,300.996,0.149925
8.78,116312,7841.25,26.5744,0.102725,41216.6,31.6179,418.889,40829.3,300.999,0.149925
8.8,116296,7841.43,26.575,0.102948,41263.7,31.6882,418.904,40876.5,301.002,0.149925
8.82,116280,7841.61,26.5756,0.103171,41311,31.7589,418.919,40923.9,301.004,0.149925
8.84,116264,7841.79,26.5762,0.103394,41358.5,31.8298,418.934,40971.4,301.007,0.149924
8.86,116248,7841.97,26.5768,0.103617,41406.1,31.9011,418.949,41019,301.01,0.149924
8.88,116231,7842.15,26.5774,0.10384,41453.9,31.9727,418.964,41066.9,301.013,0.149924
8.9,116215,7842.34,26.5781,0.104063,41501.8,32.0446,418.979,41114.9,301.015,0.149924
8.92,116199,7842.52,26.5787,0.104286,41549.9,32.1168,418.994,41163,301.018,0.149924
8.94,116182,7842.7,26.5793,0.104509,41598.2,32.1894,419.009,41211.3,301.021,0.149923
8.96,116166,7842.88,26.5799,0.104731,41646.6,32.2622,419.025,41259.8,301.023,0.149923
8.98,116150,7843.07,26.5805,0.104954,41695.1,32.3354,419.04,41308.4,301.026,0.149923
9,116133,7843.25,26.5812,0.105177,41743.9,32.4089,419.055,41357.2,301.029,0.149923
9.02,116117,7843.44,26.5818,0.1054,41792.8,32.4827,419.07,41406.2,301.032,0.149923
9.04,116100,7843.62,26.5824,0.105623,41841.8,32.5569,419.085,41455.3,301.034,0.149922
9.06,116083,7843.81,26.583,0.105846,41891.1,32.6314,419.101,41504.6,301.037,0.149922
9.08,116067,7843.99,26.5837,0.106069,41940.4,32.7062,419.116,41554,301.04,0.149922
9.1,116050,7844.18,26.5843,0.106292,41990,32.7813,419.131,41603.6,301.043,0.149922
9.12,116034,7844.36,26.5849,0.106514,42039.7,32.8568,419.146,41653.4,301.045,0.149922
9.14,116017,7844.55,26.5856,0.106737,42089.6,32.9326,419.162,41703.3,301.048,0.149921
9.16,116000,7844.74,26.5862,0.10696,42139.6,33.0087,419.177,41753.4,301.051,0.149921
9.18,115983,7844.93,26.5868,0.107183,42189.8,33.0852,419.192,41803.7,301.054,0.149921
9.2,115967,7845.11,26.5875,0.107406,42240.2,33.162,419.208,41854.1,301.056,0.149921
9.22,115950,7845.3,26.5881,0.107629,42290.7,33.2392,419.223,41904.7,301.059,0.149921
9.24,115933,7845.49,26.5888,0.107851,42341.4,33.3167,419.239,41955.5,301.062,0.14992
9.26,115916,7845.68,26.5894,0.108074,42392.3,33.3945,419.254,42006.4,301.065,0.14992
9.28,115899,7845.87,26.59,0.108297,42443.3,33.4727,419.269,42057.5,301.067,0.14992
9.3,115882,7846.06,26.5907,0.10852,42494.5,33.5512,419.285,42108.8,301.07,0.14992
9.32,115865,7846.25,26.5913,0.108743,42545.9,33.6301,419.3,42160.2,301.073,0.14992
9.34,115848,7846.44,26.592,0.108965,42597.4,33.7093,419.316,42211.8,301.076,0.149919
9.36,115831,7846.63,26.5926,0.109188,42649.1,33.7889,419.331,42263.6,301.079,0.149919
9.38,115814,7846.82,26.5933,0.109411,42701,33.8688,419.347,42315.5,301.081,0.149919
9.4,115796,7847.02,26.5939,0.109634,42753,33.9491,419.363,42367.6,301.084,0.149919
9.42,115779,7847.21,26.5946,0.109856,42805.2,34.0298,419.378,42419.9,301.087,0.149919
9.44,115762,7847.4,26.5952,0.110079,42857.6,34.1108,419.394,42472.3,301.09,0.149918
9.46,115745,7847.59,26.5959,0.110302,42910.2,34.1921,419.409,42524.9,301.093,0.149918
9.48,115727,7847.79,26.5965,0.110525,42962.9,34.2738,419.425,42577.7,301.095,0.149918
9.5,115710,7847.98,26.5972,0.110747,43015.8,34.3559,419.441,42630.7,301.098,0.149918
9.52,115693,7848.18,26.5979,0.11097,43068.9,34.4383,419.456,42683.8,301.101,0.149917
9.54,115675,7848.37,26.5985,0.111193,43122.1,34.5211,419.472,42737.1,301.104,0.149917
9.56,115658,7848.56,26.5992,0.111416,43175.5,34.6043,419.488,42790.6,301.107,0.149917
9.58,115640,7848.76,26.5998,0.111638,43229.1,34.6878,419.504,42844.3,301.109,0.149917
9.6,115623,7848.96,26.6005,0.111861,43282.9,34.7717,419.519,42898.1,301.112,0.149917
9.62,115605,7849.15,26.6012,0.112084,43336.8,34.856,419.535,42952.1,301.115,0.149916
9.64,115588,7849.35,26.6018,0.112306,43390.9,34.9407,419.551,43006.3,301.118,0.149916
9.66,115570,7849.55,26.6025,0.112529,43445.2,35.0257,419.567,43060.7,301.121,0.149916
9.68,115552,7849.74,26.6032,0.112752,43499.7,35.1111,419.583,43115.2,301.124,0.149916
9.7,115535,7849.94,26.6038,0.112975,43554.3,35.1969,419.599,43169.9,301.127,0.149916
9.72,115517,7850.14,26.6045,0.113197,43609.1,35.2831,419.614,43224.8,301.129,0.149915
9.74,115499,7850.34,26.6052,0.11342,43664.1,35.3696,419.63,43279.9,301.132,0.149915
9.76,115481,7850.54,26.6059,0.113643,43719.3,35.4566,419.646,43335.1,301.135,0.149915
9.78,115463,7850.74,26.6065,0.113865,43774.7,35.5439,419.662,43390.6,301.138,0.149915
9.8,115446,7850.94,26.6072,0.114088,43830.2,35.6316,419.678,43446.2,301.141,0.149914
9.82,115428,7851.14,26.6079,0.11431,43885.9,35.7197,419.694,43502,301.144,0.149914
9.84,115410,7851.34,26.6086,0.114533,43941.8,35.8082,419.71,43557.9,301.147,0.149914
9.86,115392,7851.54,26.6092,0.114756,43997.9,35.897,419.726,43614.1,301.149,0.149914
9.88,115374,7851.74,26.6099,0.114978,44054.2,35.9863,419.742,43670.4,301.152,0.149914
9.9,115356,7851.94,26.6106,0.115201,44110.6,36.076,419.758,43726.9,301.155,0.149913
9.92,115338,7852.14,26.6113,0.115424,44167.2,36.1661,419.775,43783.6,301.158,0.149913
9.94,115320,7852.35,26.612,0.115646,44224,36.2565,419.791,43840.5,301.161,0.149913
9.96,115301,7852.55,26.6127,0.115869,44281,36.3474,419.807,43897.6,301.164,0.149913
9.98,115283,7852.75,26.6134,0.116091,44338.2,36.4387,419.823,43954.8,301.167,0.149913
10,115265,7852.96,26.6141,0.116314,44395.6,36.5304,419.839,44012.3,301.17,0.149912
10.02,115247,7853.16,26.6147,0.116537,44453.1,36.6225,419.855,44069.9,301.173,0.149912
10.04,115228,7853.36,26.6154,0.116759,44510.8,36.715,419.872,44127.7,301.176,0.149912
10.06,115210,7853.57,26.6161,0.116982,44568.8,36.8079,419.888,44185.7,301.179,0.149912
10.08,115192,7853.77,26.6168,0.117204,44626.9,36.9012,419.904,44243.9,301.181,0.149911
10.1,115173,7853.98,26.6175,0.117427,44685.1,36.995,419.92,44302.2,301.184,0.149911
10.12,115155,7854.19,26.6182,0.117649,44743.6,37.0891,419.937,44360.8,301.187,0.149911
10.14,115136,7854.39,26.6189,0.117872,44802.3,37.1837,419.953,44419.5,301.19,0.149911
10.16,115118,7854.6,26.6196,0.118094,44861.1,37.2787,419.97,44478.5,301.193,0.149911
10.18,115099,7854.81,26.6203,0.118317,44920.2,37.3742,419.986,44537.6,301.196,0.14991
10.2,115081,7855.01,26.621,0.11854,44979.4,37.47,420.002,44596.9,301.199,0.14991
10.22,115062,7855.22,26.6217,0.118762,45038.8,37.5663,420.019,44656.4,301.202,0.14991
10.24,115043,7855.43,26.6224,0.118985,45098.5,37.663,420.035,44716.1,301.205,0.14991
10.26,115025,7855.64,26.6231,0.119207,45158.3,37.7602,420.052,44776,301.208,0.149909
10.28,115006,7855.85,26.6239,0.11943,45218.3,37.8578,420.068,44836.1,301.211,0.149909
10.3,114987,7856.06,26.6246,0.119652,45278.5,37.9558,420.085,44896.3,301.214,0.149909
10.32,114969,7856.27,26.6253,0.119875,45338.8,38.0542,420.101,44956.8,301.217,0.149909
10.34,114950,7856.48,26.626,0.120097,45399.4,38.1531,420.118,45017.5,301.22,0.149909
10.36,114931,7856.69,26.6267,0.120319,45460.2,38.2525,420.134,45078.3,301.223,0.149908
10.38,114912,7856.9,26.6274,0.120542,45521.2,38.3523,420.151,45139.4,301.226,0.149908
10.4,114893,7857.11,26.6281,0.120764,45582.3,38.4525,420.168,45200.6,301.229,0.149908
10.42,114874,7857.32,26.6289,0.120987,45643.7,38.5532,420.184,45262.1,301.232,0.149908
10.44,114855,7857.54,26.6296,0.121209,45705.2,38.6543,420.201,45323.7,301.235,0.149907
10.46,114836,7857.75,26.6303,0.121432,45767,38.7559,420.218,45385.5,301.238,0.149907
10.48,114817,7857.96,26.631,0.121654,45829,38.8579,420.235,45447.6,301.241,0.149907
10.5,114798,7858.18,26.6317,0.121877,45891.1,38.9604,420.251,45509.8,301.244,0.149907
10.52,114779,7858.39,26.6325,0.122099,45953.5,39.0634,420.268,45572.2,301.247,0.149907
