t,z,V,Mach,alpha,q_total,T_surface,T_bulk,thickness,TPS_failed
20.53,116982,7803.62,26.4468,0.0312759,996969,416.304,300.007,0.0754805,0
20.54,116980,7803.62,26.4468,0.031288,997134,416.37,300.007,0.075478,0
20.55,116977,7803.62,26.4469,0.0313002,997299,416.436,300.007,0.0754755,0
20.56,116975,7803.62,26.4469,0.0313123,997464,416.502,300.007,0.075473,0
20.57,116972,7803.63,26.4469,0.0313244,997630,416.568,300.007,0.0754705,0
20.58,116970,7803.63,26.4469,0.0313365,997795,416.634,300.007,0.075468,0
20.59,116967,7803.63,26.4469,0.0313486,997961,416.7,300.007,0.0754655,0
20.6,116965,7803.64,26.4469,0.0313607,998127,416.766,300.007,0.075463,0
20.61,116963,7803.64,26.4469,0.0313728,998293,416.832,300.007,0.0754605,0
20.62,116960,7803.64,26.4469,0.0313849,998458,416.898,300.007,0.0754581,0
20.63,116958,7803.64,26.4469,0.0313971,998624,416.964,300.007,0.0754556,0
20.64,116955,7803.65,26.4469,0.0314092,998790,417.03,300.007,0.0754531,0
20.65,116953,7803.65,26.447,0.0314213,998957,417.096,300.007,0.0754506,0
20.66,116950,7803.65,26.447,0.0314334,999123,417.162,300.007,0.0754481,0
20.67,116948,7803.66,26.447,0.0314455,999289,417.228,300.007,0.0754456,0
20.68,116945,7803.66,26.447,0.0314576,999456,417.294,300.007,0.0754431,0
20.69,116943,7803.66,26.447,0.0314697,999622,417.36,300.007,0.0754406,0
20.7,116941,7803.66,26.447,0.0314818,999789,417.427,300.007,0.0754381,0
20.71,116938,7803.67,26.447,0.031494,999955,417.493,300.007,0.0754356,0
20.72,116936,7803.67,26.447,0.0315061,1.00012e+06,417.559,300.007,0.0754331,0
20.73,116933,7803.67,26.447,0.0315182,1.00029e+06,417.625,300.007,0.0754306,0
20.74,116931,7803.68,26.447,0.0315303,1.00046e+06,417.691,300.007,0.0754281,0
20.75,116928,7803.68,26.4471,0.0315424,1.00062e+06,417.758,300.007,0.0754256,0
20.76,116926,7803.68,26.4471,0.0315545,1.00079e+06,417.824,300.007,0.0754231,0
20.77,116923,7803.68,26.4471,0.0315666,1.00096e+06,417.89,300.007,0.0754206,0
20.78,116921,7803.69,26.4471,0.0315787,1.00112e+06,417.956,300.007,0.0754181,0
20.79,116918,7803.69,26.4471,0.0315909,1.00129e+06,418.023,300.007,0.0754156,0
20.8,116916,7803.69,26.4471,0.031603,1.00146e+06,418.089,300.007,0.0754131,0
20.81,116913,7803.7,26.4471,0.0316151,1.00163e+06,418.155,300.007,0.0754106,0
20.82,116911,7803.7,26.4471,0.0316272,1.0018e+06,418.221,300.007,0.0754081,0
20.83,116909,7803.7,26.4471,0.0316393,1.00196e+06,418.288,300.007,0.0754056,0
20.84,116906,7803.7,26.4471,0.0316514,1.00213e+06,418.354,300.007,0.0754031,0
20.85,116904,7803.71,26.4471,0.0316635,1.0023e+06,418.42,300.007,0.0754006,0
20.86,116901,7803.71,26.4472,0.0316756,1.00247e+06,418.487,300.007,0.0753981,0
20.87,116899,7803.71,26.4472,0.0316878,1.00264e+06,418.553,300.007,0.0753956,0
20.88,116896,7803.72,26.4472,0.0316999,1.0028e+06,418.619,300.007,0.0753931,0
20.89,116894,7803.72,26.4472,0.031712,1.00297e+06,418.686,300.007,0.0753906,0
20.9,116891,7803.72,26.4472,0.0317241,1.00314e+06,418.752,300.008,0.0753881,0
20.91,116889,7803.72,26.4472,0.0317362,1.00331e+06,418.819,300.008,0.0753856,0
20.92,116886,7803.73,26.4472,0.0317483,1.00348e+06,418.885,300.008,0.0753831,0
20.93,116884,7803.73,26.4472,0.0317604,1.00365e+06,418.952,300.008,0.0753806,0
20.94,116881,7803.73,26.4472,0.0317725,1.00381e+06,419.018,300.008,0.0753781,0
20.95,116879,7803.74,26.4472,0.0317847,1.00398e+06,419.085,300.008,0.0753756,0
20.96,116876,7803.74,26.4473,0.0317968,1.00415e+06,419.151,300.008,0.0753731,0
20.97,116874,7803.74,26.4473,0.0318089,1.00432e+06,419.218,300.008,0.0753706,0
20.98,116871,7803.74,26.4473,0.031821,1.00449e+06,419.284,300.008,0.0753681,0
20.99,116869,7803.75,26.4473,0.0318331,1.00466e+06,419.351,300.008,0.0753656,0
21,116866,7803.75,26.4473,0.0318452,1.00483e+06,419.417,300.008,0.0753631,0
21.01,116864,7803.75,26.4473,0.0318573,1.005e+06,419.484,300.008,0.0753606,0
21.02,116861,7803.76,26.4473,0.0318694,1.00517e+06,419.55,300.008,0.075358,0
21.03,116859,7803.76,26.4473,0.0318816,1.00534e+06,419.617,300.008,0.0753555,0
21.04,116856,7803.76,26.4473,0.0318937,1.00551e+06,419.683,300.008,0.075353,0
21.05,116854,7803.77,26.4473,0.0319058,1.00568e+06,419.75,300.008,0.0753505,0
21.06,116851,7803.77,26.4474,0.0319179,1.00585e+06,419.817,300.008,0.075348,0
21.07,116849,7803.77,26.4474,0.03193,1.00602e+06,419.883,300.008,0.0753455,0
21.08,116846,7803.77,26.4474,0.0319421,1.00619e+06,419.95,300.008,0.075343,0
21.09,116844,7803.78,26.4474,0.0319542,1.00636e+06,420.017,300.008,0.0753405,0
21.1,116842,7803.78,26.4474,0.0319663,1.00653e+06,420.083,300.008,0.075338,0
21.11,116839,7803.78,26.4474,0.0319785,1.0067e+06,420.15,300.008,0.0753354,0
21.12,116837,7803.79,26.4474,0.0319906,1.00687e+06,420.217,300.008,0.0753329,0
21.13,116834,7803.79,26.4474,0.0320027,1.00704e+06,420.283,300.008,0.0753304,0
21.14,116832,7803.79,26.4474,0.0320148,1.00721e+06,420.35,300.008,0.0753279,0
21.15,116829,7803.79,26.4474,0.0320269,1.00738e+06,420.417,300.008,0.0753254,0
21.16,116827,7803.8,26.4475,0.032039,1.00755e+06,420.484,300.008,0.0753229,0
21.17,116824,7803.8,26.4475,0.0320511,1.00772e+06,420.55,300.008,0.0753204,0
21.18,116822,7803.8,26.4475,0.0320632,1.00789e+06,420.617,300.008,0.0753179,0
21.19,116819,7803.81,26.4475,0.0320753,1.00807e+06,420.684,300.008,0.0753153,0
21.2,116817,7803.81,26.4475,0.0320875,1.00824e+06,420.751,300.008,0.0753128,0
21.21,116814,7803.81,26.4475,0.0320996,1.00841e+06,420.818,300.008,0.0753103,0
21.22,116812,7803.81,26.4475,0.0321117,1.00858e+06,420.884,300.008,0.0753078,0
21.23,116809,7803.82,26.4475,0.0321238,1.00875e+06,420.951,300.008,0.0753053,0
21.24,116806,7803.82,26.4475,0.0321359,1.00892e+06,421.018,300.008,0.0753028,0
21.25,116804,7803.82,26.4475,0.032148,1.00909e+06,421.085,300.008,0.0753002,0
21.26,116801,7803.83,26.4475,0.0321601,1.00927e+06,421.152,300.008,0.0752977,0
21.27,116799,7803.83,26.4476,0.0321722,1.00944e+06,421.219,300.008,0.0752952,0
21.28,116796,7803.83,26.4476,0.0321844,1.00961e+06,421.286,300.008,0.0752927,0
21.29,116794,7803.83,26.4476,0.0321965,1.00978e+06,421.353,300.008,0.0752902,0
21.3,116791,7803.84,26.4476,0.0322086,1.00995e+06,421.42,300.008,0.0752876,0
21.31,116789,7803.84,26.4476,0.0322207,1.01013e+06,421.487,300.008,0.0752851,0
21.32,116786,7803.84,26.4476,0.0322328,1.0103e+06,421.554,300.008,0.0752826,0
21.33,116784,7803.85,26.4476,0.0322449,1.01047e+06,421.621,300.008,0.0752801,0
21.34,116781,7803.85,26.4476,0.032257,1.01064e+06,421.688,300.008,0.0752776,0
21.35,116779,7803.85,26.4476,0.0322691,1.01082e+06,421.755,300.008,0.075275,0
21.36,116776,7803.86,26.4476,0.0322813,1.01099e+06,421.822,300.008,0.0752725,0
21.37,116774,7803.86,26.4477,0.0322934,1.01116e+06,421.889,300.008,0.07527,0
21.38,116771,7803.86,26.4477,0.0323055,1.01133e+06,421.956,300.008,0.0752675,0
21.39,116769,7803.86,26.4477,0.0323176,1.01151e+06,422.023,300.008,0.0752649,0
21.4,116766,7803.87,26.4477,0.0323297,1.01168e+06,422.09,300.008,0.0752624,0
21.41,116764,7803.87,26.4477,0.0323418,1.01185e+06,422.157,300.008,0.0752599,0
21.42,116761,7803.87,26.4477,0.0323539,1.01203e+06,422.224,300.008,0.0752574,0
21.43,116759,7803.88,26.4477,0.032366,1.0122e+06,422.291,300.008,0.0752548,0
21.44,116756,7803.88,26.4477,0.0323782,1.01237e+06,422.358,300.008,0.0752523,0
21.45,116754,7803.88,26.4477,0.0323903,1.01255e+06,422.426,300.008,0.0752498,0
21.46,116751,7803.88,26.4477,0.0324024,1.01272e+06,422.493,300.008,0.0752473,0
21.47,116749,7803.89,26.4478,0.0324145,1.01289e+06,422.56,300.008,0.0752447,0
21.48,116746,7803.89,26.4478,0.0324266,1.01307e+06,422.627,300.008,0.0752422,0
21.49,116744,7803.89,26.4478,0.0324387,1.01324e+06,422.694,300.008,0.0752397,0
21.5,116741,7803.9,26.4478,0.0324508,1.01342e+06,422.761,300.008,0.0752371,0
21.51,116738,7803.9,26.4478,0.0324629,1.01359e+06,422.829,300.008,0.0752346,0
21.52,116736,7803.9,26.4478,0.0324751,1.01376e+06,422.896,300.008,0.0752321,0
21.53,116733,7803.91,26.4478,0.0324872,1.01394e+06,422.963,300.008,0.0752296,0
21.54,116731,7803.91,26.4478,0.0324993,1.01411e+06,423.031,300.008,0.075227,0
21.55,116728,7803.91,26.4478,0.0325114,1.01429e+06,423.098,300.008,0.0752245,0
21.56,116726,7803.91,26.4478,0.0325235,1.01446e+06,423.165,300.008,0.075222,0
21.57,116723,7803.92,26.4479,0.0325356,1.01464e+06,423.232,300.008,0.0752194,0
21.58,116721,7803.92,26.4479,0.0325477,1.01481e+06,423.3,300.008,0.0752169,0
21.59,116718,7803.92,26.4479,0.0325598,1.01499e+06,423.367,300.008,0.0752144,0
21.6,116716,7803.93,26.4479,0.032572,1.01516e+06,423.434,300.008,0.0752118,0
21.61,116713,7803.93,26.4479,0.0325841,1.01534e+06,423.502,300.008,0.0752093,0
21.62,116711,7803.93,26.4479,0.0325962,1.01551e+06,423.569,300.008,0.0752068,0
21.63,116708,7803.93,26.4479,0.0326083,1.01569e+06,423.637,300.008,0.0752042,0
21.64,116705,7803.94,26.4479,0.0326204,1.01586e+06,423.704,300.008,0.0752017,0
21.65,116703,7803.94,26.4479,0.0326325,1.01604e+06,423.771,300.008,0.0751992,0
21.66,116700,7803.94,26.4479,0.0326446,1.01621e+06,423.839,300.008,0.0751966,0
21.67,116698,7803.95,26.448,0.0326567,1.01639e+06,423.906,300.008,0.0751941,0
21.68,116695,7803.95,26.448,0.0326689,1.01657e+06,423.974,300.008,0.0751915,0
21.69,116693,7803.95,26.448,0.032681,1.01674e+06,424.041,300.008,0.075189,0
21.7,116690,7803.96,26.448,0.0326931,1.01692e+06,424.109,300.008,0.0751865,0
21.71,116688,7803.96,26.448,0.0327052,1.01709e+06,424.176,300.008,0.0751839,0
21.72,116685,7803.96,26.448,0.0327173,1.01727e+06,424.244,300.008,0.0751814,0
21.73,116682,7803.96,26.448,0.0327294,1.01745e+06,424.311,300.008,0.0751789,0
21.74,116680,7803.97,26.448,0.0327415,1.01762e+06,424.379,300.008,0.0751763,0
21.75,116677,7803.97,26.448,0.0327536,1.0178e+06,424.447,300.008,0.0751738,0
21.76,116675,7803.97,26.448,0.0327658,1.01797e+06,424.514,300.008,0.0751712,0
21.77,116672,7803.98,26.4481,0.0327779,1.01815e+06,424.582,300.008,0.0751687,0
21.78,116670,7803.98,26.4481,0.03279,1.01833e+06,424.649,300.008,0.0751662,0
21.79,116667,7803.98,26.4481,0.0328021,1.0185e+06,424.717,300.008,0.0751636,0
21.8,116665,7803.99,26.4481,0.0328142,1.01868e+06,424.785,300.008,0.0751611,0
21.81,116662,7803.99,26.4481,0.0328263,1.01886e+06,424.852,300.008,0.0751585,0
21.82,116659,7803.99,26.4481,0.0328384,1.01904e+06,424.92,300.008,0.075156,0
21.83,116657,7803.99,26.4481,0.0328505,1.01921e+06,424.988,300.008,0.0751534,0
21.84,116654,7804,26.4481,0.0328627,1.01939e+06,425.055,300.008,0.0751509,0
21.85,116652,7804,26.4481,0.0328748,1.01957e+06,425.123,300.008,0.0751484,0
21.86,116649,7804,26.4481,0.0328869,1.01974e+06,425.191,300.008,0.0751458,0
21.87,116647,7804.01,26.4482,0.032899,1.01992e+06,425.258,300.008,0.0751433,0
21.88,116644,7804.01,26.4482,0.0329111,1.0201e+06,425.326,300.008,0.0751407,0
21.89,116642,7804.01,26.4482,0.0329232,1.02028e+06,425.394,300.008,0.0751382,0
21.9,116639,7804.01,26.4482,0.0329353,1.02046e+06,425.462,300.008,0.0751356,0
21.91,116636,7804.02,26.4482,0.0329474,1.02063e+06,425.53,300.008,0.0751331,0
21.92,116634,7804.02,26.4482,0.0329596,1.02081e+06,425.597,300.008,0.0751305,0
21.93,116631,7804.02,26.4482,0.0329717,1.02099e+06,425.665,300.008,0.075128,0
21.94,116629,7804.03,26.4482,0.0329838,1.02117e+06,425.733,300.008,0.0751254,0
21.95,116626,7804.03,26.4482,0.0329959,1.02135e+06,425.801,300.008,0.0751229,0
21.96,116624,7804.03,26.4483,0.033008,1.02152e+06,425.869,300.008,0.0751203,0
21.97,116621,7804.04,26.4483,0.0330201,1.0217e+06,425.937,300.008,0.0751178,0
21.98,116618,7804.04,26.4483,0.0330322,1.02188e+06,426.004,300.008,0.0751152,0
21.99,116616,7804.04,26.4483,0.0330443,1.02206e+06,426.072,300.008,0.0751127,0
22,116613,7804.04,26.4483,0.0330565,1.02224e+06,426.14,300.008,0.0751101,0
22.01,116611,7804.05,26.4483,0.0330686,1.02242e+06,426.208,300.008,0.0751076,0
22.02,116608,7804.05,26.4483,0.0330807,1.0226e+06,426.276,300.008,0.075105,0
22.03,116605,7804.05,26.4483,0.0330928,1.02278e+06,426.344,300.008,0.0751025,0
22.04,116603,7804.06,26.4483,0.0331049,1.02296e+06,426.412,300.008,0.0750999,0
22.05,116600,7804.06,26.4483,0.033117,1.02313e+06,426.48,300.008,0.0750974,0
22.06,116598,7804.06,26.4484,0.0331291,1.02331e+06,426.548,300.008,0.0750948,0
22.07,116595,7804.07,26.4484,0.0331412,1.02349e+06,426.616,300.008,0.0750923,0
22.08,116593,7804.07,26.4484,0.0331533,1.02367e+06,426.684,300.008,0.0750897,0
22.09,116590,7804.07,26.4484,0.0331655,1.02385e+06,426.752,300.008,0.0750872,0
22.1,116587,7804.07,26.4484,0.0331776,1.02403e+06,426.82,300.008,0.0750846,0
22.11,116585,7804.08,26.4484,0.0331897,1.02421e+06,426.888,300.008,0.0750821,0
22.12,116582,7804.08,26.4484,0.0332018,1.02439e+06,426.956,300.008,0.0750795,0
22.13,116580,7804.08,26.4484,0.0332139,1.02457e+06,427.024,300.009,0.0750769,0
22.14,116577,7804.09,26.4484,0.033226,1.02475e+06,427.093,300.009,0.0750744,0
22.15,116574,7804.09,26.4484,0.0332381,1.02493e+06,427.161,300.009,0.0750718,0
22.16,116572,7804.09,26.4485,0.0332502,1.02511e+06,427.229,300.009,0.0750693,0
22.17,116569,7804.1,26.4485,0.0332624,1.02529e+06,427.297,300.009,0.0750667,0
22.18,116567,7804.1,26.4485,0.0332745,1.02547e+06,427.365,300.009,0.0750642,0
22.19,116564,7804.1,26.4485,0.0332866,1.02565e+06,427.433,300.009,0.0750616,0
22.2,116561,7804.1,26.4485,0.0332987,1.02584e+06,427.502,300.009,0.075059,0
22.21,116559,7804.11,26.4485,0.0333108,1.02602e+06,427.57,300.009,0.0750565,0
22.22,116556,7804.11,26.4485,0.0333229,1.0262e+06,427.638,300.009,0.0750539,0
22.23,116554,7804.11,26.4485,0.033335,1.02638e+06,427.706,300.009,0.0750514,0
22.24,116551,7804.12,26.4485,0.0333471,1.02656e+06,427.775,300.009,0.0750488,0
22.25,116548,7804.12,26.4485,0.0333593,1.02674e+06,427.843,300.009,0.0750462,0
22.26,116546,7804.12,26.4486,0.0333714,1.02692e+06,427.911,300.009,0.0750437,0
22.27,116543,7804.13,26.4486,0.0333835,1.0271e+06,427.979,300.009,0.0750411,0
22.28,116541,7804.13,26.4486,0.0333956,1.02728e+06,428.048,300.009,0.0750385,0
22.29,116538,7804.13,26.4486,0.0334077,1.02747e+06,428.116,300.009,0.075036,0
22.3,116535,7804.14,26.4486,0.0334198,1.02765e+06,428.184,300.009,0.0750334,0
22.31,116533,7804.14,26.4486,0.0334319,1.02783e+06,428.253,300.009,0.0750308,0
22.32,116530,7804.14,26.4486,0.033444,1.02801e+06,428.321,300.009,0.0750283,0
22.33,116528,7804.14,26.4486,0.0334562,1.02819e+06,428.39,300.009,0.0750257,0
22.34,116525,7804.15,26.4486,0.0334683,1.02838e+06,428.458,300.009,0.0750232,0
22.35,116522,7804.15,26.4486,0.0334804,1.02856e+06,428.526,300.009,0.0750206,0
22.36,116520,7804.15,26.4487,0.0334925,1.02874e+06,428.595,300.009,0.075018,0
22.37,116517,7804.16,26.4487,0.0335046,1.02892e+06,428.663,300.009,0.0750154,0
22.38,116515,7804.16,26.4487,0.0335167,1.02911e+06,428.732,300.009,0.0750129,0
22.39,116512,7804.16,26.4487,0.0335288,1.02929e+06,428.8,300.009,0.0750103,0
22.4,116509,7804.17,26.4487,0.0335409,1.02947e+06,428.869,300.009,0.0750077,0
22.41,116507,7804.17,26.4487,0.0335531,1.02965e+06,428.937,300.009,0.0750052,0
22.42,116504,7804.17,26.4487,0.0335652,1.02984e+06,429.006,300.009,0.0750026,0
22.43,116501,7804.17,26.4487,0.0335773,1.03002e+06,429.074,300.009,0.075,0
22.44,116499,7804.18,26.4487,0.0335894,1.0302e+06,429.143,300.009,0.0749975,0
22.45,116496,7804.18,26.4488,0.0336015,1.03039e+06,429.211,300.009,0.0749949,0
22.46,116494,7804.18,26.4488,0.0336136,1.03057e+06,429.28,300.009,0.0749923,0
22.47,116491,7804.19,26.4488,0.0336257,1.03075e+06,429.348,300.009,0.0749898,0
22.48,116488,7804.19,26.4488,0.0336378,1.03094e+06,429.417,300.009,0.0749872,0
22.49,116486,7804.19,26.4488,0.03365,1.03112e+06,429.486,300.009,0.0749846,0
22.5,116483,7804.2,26.4488,0.0336621,1.0313e+06,429.554,300.009,0.074982,0
22.51,116480,7804.2,26.4488,0.0336742,1.03149e+06,429.623,300.009,0.0749795,0
22.52,116478,7804.2,26.4488,0.0336863,1.03167e+06,429.692,300.009,0.0749769,0
22.53,116475,7804.21,26.4488,0.0336984,1.03185e+06,429.76,300.009,0.0749743,0
22.54,116473,7804.21,26.4488,0.0337105,1.03204e+06,429.829,300.009,0.0749717,0
22.55,116470,7804.21,26.4489,0.0337226,1.03222e+06,429.898,300.009,0.0749692,0
22.56,116467,7804.21,26.4489,0.0337347,1.03241e+06,429.966,300.009,0.0749666,0
22.57,116465,7804.22,26.4489,0.0337469,1.03259e+06,430.035,300.009,0.074964,0
22.58,116462,7804.22,26.4489,0.033759,1.03278e+06,430.104,300.009,0.0749614,0
22.59,116459,7804.22,26.4489,0.0337711,1.03296e+06,430.173,300.009,0.0749589,0
22.6,116457,7804.23,26.4489,0.0337832,1.03314e+06,430.242,300.009,0.0749563,0
22.61,116454,7804.23,26.4489,0.0337953,1.03333e+06,430.31,300.009,0.0749537,0
22.62,116451,7804.23,26.4489,0.0338074,1.03351e+06,430.379,300.009,0.0749511,0
22.63,116449,7804.24,26.4489,0.0338195,1.0337e+06,430.448,300.009,0.0749485,0
22.64,116446,7804.24,26.4489,0.0338316,1.03388e+06,430.517,300.009,0.074946,0
22.65,116444,7804.24,26.449,0.0338438,1.03407e+06,430.586,300.009,0.0749434,0
22.66,116441,7804.24,26.449,0.0338559,1.03425e+06,430.654,300.009,0.0749408,0
22.67,116438,7804.25,26.449,0.033868,1.03444e+06,430.723,300.009,0.0749382,0
22.68,116436,7804.25,26.449,0.0338801,1.03463e+06,430.792,300.009,0.0749356,0
22.69,116433,7804.25,26.449,0.0338922,1.03481e+06,430.861,300.009,0.0749331,0
22.7,116430,7804.26,26.449,0.0339043,1.035e+06,430.93,300.009,0.0749305,0
22.71,116428,7804.26,26.449,0.0339164,1.03518e+06,430.999,300.009,0.0749279,0
22.72,116425,7804.26,26.449,0.0339285,1.03537e+06,431.068,300.009,0.0749253,0
22.73,116422,7804.27,26.449,0.0339407,1.03555e+06,431.137,300.009,0.0749227,0
22.74,116420,7804.27,26.4491,0.0339528,1.03574e+06,431.206,300.009,0.0749201,0
22.75,116417,7804.27,26.4491,0.0339649,1.03593e+06,431.275,300.009,0.0749176,0
22.76,116414,7804.28,26.4491,0.033977,1.03611e+06,431.344,300.009,0.074915,0
22.77,116412,7804.28,26.4491,0.0339891,1.0363e+06,431.413,300.009,0.0749124,0
22.78,116409,7804.28,26.4491,0.0340012,1.03648e+06,431.482,300.009,0.0749098,0
22.79,116406,7804.28,26.4491,0.0340133,1.03667e+06,431.551,300.009,0.0749072,0
22.8,116404,7804.29,26.4491,0.0340254,1.03686e+06,431.62,300.009,0.0749046,0
22.81,116401,7804.29,26.4491,0.0340376,1.03704e+06,431.689,300.009,0.074902,0
22.82,116399,7804.29,26.4491,0.0340497,1.03723e+06,431.758,300.009,0.0748994,0
22.83,116396,7804.3,26.4491,0.0340618,1.03742e+06,431.827,300.009,0.0748969,0
22.84,116393,7804.3,26.4492,0.0340739,1.03761e+06,431.897,300.009,0.0748943,0
22.85,116391,7804.3,26.4492,0.034086,1.03779e+06,431.966,300.009,0.0748917,0
22.86,116388,7804.31,26.4492,0.0340981,1.03798e+06,432.035,300.009,0.0748891,0
22.87,116385,7804.31,26.4492,0.0341102,1.03817e+06,432.104,300.009,0.0748865,0
22.88,116383,7804.31,26.4492,0.0341223,1.03835e+06,432.173,300.009,0.0748839,0
22.89,116380,7804.32,26.4492,0.0341345,1.03854e+06,432.243,300.009,0.0748813,0
22.9,116377,7804.32,26.4492,0.0341466,1.03873e+06,432.312,300.009,0.0748787,0
22.91,116375,7804.32,26.4492,0.0341587,1.03892e+06,432.381,300.009,0.0748761,0
22.92,116372,7804.32,26.4492,0.0341708,1.03911e+06,432.45,300.009,0.0748735,0
22.93,116369,7804.33,26.4493,0.0341829,1.03929e+06,432.519,300.009,0.0748709,0
22.94,116367,7804.33,26.4493,0.034195,1.03948e+06,432.589,300.009,0.0748684,0
22.95,116364,7804.33,26.4493,0.0342071,1.03967e+06,432.658,300.009,0.0748658,0
22.96,116361,7804.34,26.4493,0.0342192,1.03986e+06,432.727,300.009,0.0748632,0
22.97,116359,7804.34,26.4493,0.0342314,1.04005e+06,432.797,300.009,0.0748606,0
22.98,116356,7804.34,26.4493,0.0342435,1.04023e+06,432.866,300.009,0.074858,0
22.99,116353,7804.35,26.4493,0.0342556,1.04042e+06,432.935,300.009,0.0748554,0
23,116351,7804.35,26.4493,0.0342677,1.04061e+06,433.005,300.009,0.0748528,0
23.01,116348,7804.35,26.4493,0.0342798,1.0408e+06,433.074,300.009,0.0748502,0
23.02,116345,7804.36,26.4493,0.0342919,1.04099e+06,433.144,300.009,0.0748476,0
23.03,116343,7804.36,26.4494,0.034304,1.04118e+06,433.213,300.009,0.074845,0
23.04,116340,7804.36,26.4494,0.0343161,1.04137e+06,433.282,300.009,0.0748424,0
23.05,116337,7804.37,26.4494,0.0343283,1.04156e+06,433.352,300.009,0.0748398,0
23.06,116334,7804.37,26.4494,0.0343404,1.04175e+06,433.421,300.009,0.0748372,0
23.07,116332,7804.37,26.4494,0.0343525,1.04193e+06,433.491,300.009,0.0748346,0
23.08,116329,7804.37,26.4494,0.0343646,1.04212e+06,433.56,300.009,0.074832,0
23.09,116326,7804.38,26.4494,0.0343767,1.04231e+06,433.63,300.009,0.0748294,0
23.1,116324,7804.38,26.4494,0.0343888,1.0425e+06,433.699,300.009,0.0748268,0
23.11,116321,7804.38,26.4494,0.0344009,1.04269e+06,433.769,300.009,0.0748242,0
23.12,116318,7804.39,26.4495,0.034413,1.04288e+06,433.838,300.009,0.0748216,0
23.13,116316,7804.39,26.4495,0.0344252,1.04307e+06,433.908,300.009,0.074819,0
23.14,116313,7804.39,26.4495,0.0344373,1.04326e+06,433.978,300.009,0.0748164,0
23.15,116310,7804.4,26.4495,0.0344494,1.04345e+06,434.047,300.009,0.0748138,0
23.16,116308,7804.4,26.4495,0.0344615,1.04364e+06,434.117,300.009,0.0748112,0
23.17,116305,7804.4,26.4495,0.0344736,1.04383e+06,434.186,300.009,0.0748086,0
23.18,116302,7804.41,26.4495,0.0344857,1.04402e+06,434.256,300.009,0.074806,0
23.19,116300,7804.41,26.4495,0.0344978,1.04421e+06,434.326,300.009,0.0748034,0
23.2,116297,7804.41,26.4495,0.0345099,1.0444e+06,434.395,300.009,0.0748008,0
23.21,116294,7804.42,26.4495,0.0345221,1.0446e+06,434.465,300.009,0.0747981,0
23.22,116291,7804.42,26.4496,0.0345342,1.04479e+06,434.535,300.009,0.0747955,0
23.23,116289,7804.42,26.4496,0.0345463,1.04498e+06,434.604,300.009,0.0747929,0
23.24,116286,7804.42,26.4496,0.0345584,1.04517e+06,434.674,300.009,0.0747903,0
23.25,116283,7804.43,26.4496,0.0345705,1.04536e+06,434.744,300.009,0.0747877,0
23.26,116281,7804.43,26.4496,0.0345826,1.04555e+06,434.814,300.009,0.0747851,0
23.27,116278,7804.43,26.4496,0.0345947,1.04574e+06,434.883,300.009,0.0747825,0
23.28,116275,7804.44,26.4496,0.0346068,1.04593e+06,434.953,300.01,0.0747799,0
23.29,116273,7804.44,26.4496,0.034619,1.04613e+06,435.023,300.01,0.0747773,0
23.3,116270,7804.44,26.4496,0.0346311,1.04632e+06,435.093,300.01,0.0747747,0
23.31,116267,7804.45,26.4497,0.0346432,1.04651e+06,435.163,300.01,0.0747721,0
23.32,116264,7804.45,26.4497,0.0346553,1.0467e+06,435.233,300.01,0.0747694,0
23.33,116262,7804.45,26.4497,0.0346674,1.04689e+06,435.302,300.01,0.0747668,0
23.34,116259,7804.46,26.4497,0.0346795,1.04708e+06,435.372,300.01,0.0747642,0
23.35,116256,7804.46,26.4497,0.0346916,1.04728e+06,435.442,300.01,0.0747616,0
23.36,116254,7804.46,26.4497,0.0347037,1.04747e+06,435.512,300.01,0.074759,0
23.37,116251,7804.47,26.4497,0.0347159,1.04766e+06,435.582,300.01,0.0747564,0
23.38,116248,7804.47,26.4497,0.034728,1.04785e+06,435.652,300.01,0.0747538,0
23.39,116246,7804.47,26.4497,0.0347401,1.04805e+06,435.722,300.01,0.0747512,0
23.4,116243,7804.47,26.4497,0.0347522,1.04824e+06,435.792,300.01,0.0747485,0
23.41,116240,7804.48,26.4498,0.0347643,1.04843e+06,435.862,300.01,0.0747459,0
23.42,116237,7804.48,26.4498,0.0347764,1.04862e+06,435.932,300.01,0.0747433,0
23.43,116235,7804.48,26.4498,0.0347885,1.04882e+06,436.002,300.01,0.0747407,0
23.44,116232,7804.49,26.4498,0.0348006,1.04901e+06,436.072,300.01,0.0747381,0
23.45,116229,7804.49,26.4498,0.0348128,1.0492e+06,436.142,300.01,0.0747355,0
23.46,116227,7804.49,26.4498,0.0348249,1.0494e+06,436.212,300.01,0.0747328,0
23.47,116224,7804.5,26.4498,0.034837,1.04959e+06,436.282,300.01,0.0747302,0
23.48,116221,7804.5,26.4498,0.0348491,1.04978e+06,436.352,300.01,0.0747276,0
23.49,116218,7804.5,26.4498,0.0348612,1.04998e+06,436.422,300.01,0.074725,0
23.5,116216,7804.51,26.4499,0.0348733,1.05017e+06,436.492,300.01,0.0747224,0
23.51,116213,7804.51,26.4499,0.0348854,1.05036e+06,436.563,300.01,0.0747197,0
23.52,116210,7804.51,26.4499,0.0348975,1.05056e+06,436.633,300.01,0.0747171,0
23.53,116208,7804.52,26.4499,0.0349097,1.05075e+06,436.703,300.01,0.0747145,0
