t,z,V,Mach,alpha,q_total,T_surface,T_bulk,thickness,TPS_failed
69.18,93897.7,7828.39,26.5308,0.090276,4.73513e+06,1246.59,300.204,0.0498345,0
69.19,93890.7,7828.4,26.5308,0.0902882,4.73738e+06,1247.05,300.204,0.049823,0
69.2,93883.6,7828.41,26.5309,0.0903004,4.73963e+06,1247.51,300.204,0.0498115,0
69.21,93876.6,7828.41,26.5309,0.0903127,4.74188e+06,1247.98,300.204,0.0497999,0
69.22,93869.5,7828.42,26.5309,0.0903249,4.74413e+06,1248.44,300.204,0.0497884,0
69.23,93862.4,7828.42,26.5309,0.0903371,4.74639e+06,1248.9,300.205,0.0497768,0
69.24,93855.4,7828.43,26.5309,0.0903493,4.74864e+06,1249.37,300.205,0.0497653,0
69.25,93848.3,7828.44,26.531,0.0903615,4.7509e+06,1249.83,300.205,0.0497537,0
69.26,93841.3,7828.44,26.531,0.0903738,4.75316e+06,1250.3,300.205,0.0497422,0
69.27,93834.2,7828.45,26.531,0.090386,4.75542e+06,1250.76,300.205,0.0497306,0
69.28,93827.1,7828.45,26.531,0.0903982,4.75768e+06,1251.23,300.205,0.049719,0
69.29,93820.1,7828.46,26.531,0.0904104,4.75994e+06,1251.69,300.205,0.0497074,0
69.3,93813,7828.47,26.5311,0.0904226,4.76221e+06,1252.16,300.206,0.0496959,0
69.31,93805.9,7828.47,26.5311,0.0904348,4.76447e+06,1252.63,300.206,0.0496843,0
69.32,93798.8,7828.48,26.5311,0.0904471,4.76674e+06,1253.09,300.206,0.0496727,0
69.33,93791.8,7828.48,26.5311,0.0904593,4.76901e+06,1253.56,300.206,0.0496611,0
69.34,93784.7,7828.49,26.5311,0.0904715,4.77128e+06,1254.03,300.206,0.0496495,0
69.35,93777.6,7828.5,26.5312,0.0904837,4.77355e+06,1254.5,300.206,0.0496378,0
69.36,93770.6,7828.5,26.5312,0.0904959,4.77582e+06,1254.96,300.206,0.0496262,0
69.37,93763.5,7828.51,26.5312,0.0905082,4.7781e+06,1255.43,300.207,0.0496146,0
69.38,93756.4,7828.51,26.5312,0.0905204,4.78037e+06,1255.9,300.207,0.049603,0
69.39,93749.3,7828.52,26.5312,0.0905326,4.78265e+06,1256.37,300.207,0.0495914,0
69.4,93742.2,7828.53,26.5313,0.0905448,4.78493e+06,1256.84,300.207,0.0495797,0
69.41,93735.2,7828.53,26.5313,0.090557,4.78721e+06,1257.31,300.207,0.0495681,0
69.42,93728.1,7828.54,26.5313,0.0905693,4.78949e+06,1257.78,300.207,0.0495564,0
69.43,93721,7828.54,26.5313,0.0905815,4.79177e+06,1258.25,300.208,0.0495448,0
69.44,93713.9,7828.55,26.5313,0.0905937,4.79405e+06,1258.72,300.208,0.0495331,0
69.45,93706.8,7828.56,26.5314,0.0906059,4.79634e+06,1259.19,300.208,0.0495214,0
69.46,93699.8,7828.56,26.5314,0.0906181,4.79862e+06,1259.66,300.208,0.0495098,0
69.47,93692.7,7828.57,26.5314,0.0906304,4.80091e+06,1260.13,300.208,0.0494981,0
69.48,93685.6,7828.57,26.5314,0.0906426,4.8032e+06,1260.6,300.208,0.0494864,0
69.49,93678.5,7828.58,26.5314,0.0906548,4.80549e+06,1261.08,300.208,0.0494747,0
69.5,93671.4,7828.59,26.5315,0.090667,4.80778e+06,1261.55,300.209,0.0494631,0
69.51,93664.3,7828.59,26.5315,0.0906792,4.81008e+06,1262.02,300.209,0.0494514,0
69.52,93657.2,7828.6,26.5315,0.0906915,4.81237e+06,1262.5,300.209,0.0494397,0
69.53,93650.1,7828.6,26.5315,0.0907037,4.81467e+06,1262.97,300.209,0.049428,0
69.54,93643,7828.61,26.5315,0.0907159,4.81696e+06,1263.44,300.209,0.0494162,0
69.55,93636,7828.61,26.5316,0.0907281,4.81926e+06,1263.92,300.209,0.0494045,0
69.56,93628.9,7828.62,26.5316,0.0907404,4.82156e+06,1264.39,300.209,0.0493928,0
69.57,93621.8,7828.63,26.5316,0.0907526,4.82387e+06,1264.87,300.21,0.0493811,0
69.58,93614.7,7828.63,26.5316,0.0907648,4.82617e+06,1265.34,300.21,0.0493693,0
69.59,93607.6,7828.64,26.5316,0.090777,4.82847e+06,1265.82,300.21,0.0493576,0
69.6,93600.5,7828.64,26.5317,0.0907892,4.83078e+06,1266.29,300.21,0.0493459,0
69.61,93593.4,7828.65,26.5317,0.0908015,4.83309e+06,1266.77,300.21,0.0493341,0
69.62,93586.3,7828.66,26.5317,0.0908137,4.83539e+06,1267.25,300.21,0.0493224,0
69.63,93579.2,7828.66,26.5317,0.0908259,4.8377e+06,1267.72,300.21,0.0493106,0
69.64,93572.1,7828.67,26.5317,0.0908381,4.84002e+06,1268.2,300.211,0.0492988,0
69.65,93565,7828.67,26.5318,0.0908504,4.84233e+06,1268.68,300.211,0.0492871,0
69.66,93557.9,7828.68,26.5318,0.0908626,4.84464e+06,1269.15,300.211,0.0492753,0
69.67,93550.8,7828.69,26.5318,0.0908748,4.84696e+06,1269.63,300.211,0.0492635,0
69.68,93543.7,7828.69,26.5318,0.090887,4.84928e+06,1270.11,300.211,0.0492517,0
69.69,93536.6,7828.7,26.5318,0.0908993,4.8516e+06,1270.59,300.211,0.04924,0
69.7,93529.5,7828.7,26.5319,0.0909115,4.85392e+06,1271.07,300.212,0.0492282,0
69.71,93522.3,7828.71,26.5319,0.0909237,4.85624e+06,1271.55,300.212,0.0492164,0
69.72,93515.2,7828.72,26.5319,0.0909359,4.85856e+06,1272.03,300.212,0.0492046,0
69.73,93508.1,7828.72,26.5319,0.0909482,4.86088e+06,1272.51,300.212,0.0491927,0
69.74,93501,7828.73,26.5319,0.0909604,4.86321e+06,1272.99,300.212,0.0491809,0
69.75,93493.9,7828.73,26.532,0.0909726,4.86554e+06,1273.47,300.212,0.0491691,0
69.76,93486.8,7828.74,26.532,0.0909848,4.86787e+06,1273.95,300.212,0.0491573,0
69.77,93479.7,7828.75,26.532,0.0909971,4.8702e+06,1274.43,300.213,0.0491454,0
69.78,93472.6,7828.75,26.532,0.0910093,4.87253e+06,1274.91,300.213,0.0491336,0
69.79,93465.4,7828.76,26.532,0.0910215,4.87486e+06,1275.4,300.213,0.0491218,0
69.8,93458.3,7828.76,26.5321,0.0910338,4.87719e+06,1275.88,300.213,0.0491099,0
69.81,93451.2,7828.77,26.5321,0.091046,4.87953e+06,1276.36,300.213,0.0490981,0
69.82,93444.1,7828.78,26.5321,0.0910582,4.88187e+06,1276.84,300.213,0.0490862,0
69.83,93437,7828.78,26.5321,0.0910704,4.88421e+06,1277.33,300.213,0.0490743,0
69.84,93429.9,7828.79,26.5321,0.0910827,4.88655e+06,1277.81,300.214,0.0490625,0
69.85,93422.7,7828.79,26.5322,0.0910949,4.88889e+06,1278.29,300.214,0.0490506,0
69.86,93415.6,7828.8,26.5322,0.0911071,4.89123e+06,1278.78,300.214,0.0490387,0
69.87,93408.5,7828.8,26.5322,0.0911193,4.89357e+06,1279.26,300.214,0.0490268,0
69.88,93401.4,7828.81,26.5322,0.0911316,4.89592e+06,1279.75,300.214,0.0490149,0
69.89,93394.2,7828.82,26.5322,0.0911438,4.89827e+06,1280.23,300.214,0.049003,0
69.9,93387.1,7828.82,26.5323,0.091156,4.90062e+06,1280.72,300.215,0.0489911,0
69.91,93380,7828.83,26.5323,0.0911683,4.90297e+06,1281.21,300.215,0.0489792,0
69.92,93372.9,7828.83,26.5323,0.0911805,4.90532e+06,1281.69,300.215,0.0489673,0
69.93,93365.7,7828.84,26.5323,0.0911927,4.90767e+06,1282.18,300.215,0.0489554,0
69.94,93358.6,7828.85,26.5323,0.0912049,4.91002e+06,1282.67,300.215,0.0489435,0
69.95,93351.5,7828.85,26.5324,0.0912172,4.91238e+06,1283.15,300.215,0.0489316,0
69.96,93344.3,7828.86,26.5324,0.0912294,4.91474e+06,1283.64,300.215,0.0489196,0
69.97,93337.2,7828.86,26.5324,0.0912416,4.9171e+06,1284.13,300.216,0.0489077,0
69.98,93330.1,7828.87,26.5324,0.0912539,4.91946e+06,1284.62,300.216,0.0488957,0
69.99,93322.9,7828.88,26.5324,0.0912661,4.92182e+06,1285.11,300.216,0.0488838,0
70,93315.8,7828.88,26.5325,0.0912783,4.92418e+06,1285.6,300.216,0.0488718,0
70.01,93308.7,7828.89,26.5325,0.0912906,4.92654e+06,1286.09,300.216,0.0488599,0
70.02,93301.5,7828.89,26.5325,0.0913028,4.92891e+06,1286.58,300.216,0.0488479,0
70.03,93294.4,7828.9,26.5325,0.091315,4.93128e+06,1287.07,300.217,0.0488359,0
70.04,93287.2,7828.9,26.5325,0.0913273,4.93365e+06,1287.56,300.217,0.048824,0
70.05,93280.1,7828.91,26.5326,0.0913395,4.93602e+06,1288.05,300.217,0.048812,0
70.06,93273,7828.92,26.5326,0.0913517,4.93839e+06,1288.54,300.217,0.0488,0
70.07,93265.8,7828.92,26.5326,0.091364,4.94076e+06,1289.03,300.217,0.048788,0
70.08,93258.7,7828.93,26.5326,0.0913762,4.94314e+06,1289.52,300.217,0.048776,0
70.09,93251.5,7828.93,26.5326,0.0913884,4.94551e+06,1290.01,300.217,0.048764,0
70.1,93244.4,7828.94,26.5327,0.0914006,4.94789e+06,1290.51,300.218,0.048752,0
70.11,93237.2,7828.95,26.5327,0.0914129,4.95027e+06,1291,300.218,0.04874,0
70.12,93230.1,7828.95,26.5327,0.0914251,4.95265e+06,1291.49,300.218,0.048728,0
70.13,93222.9,7828.96,26.5327,0.0914373,4.95503e+06,1291.99,300.218,0.0487159,0
70.14,93215.8,7828.96,26.5327,0.0914496,4.95741e+06,1292.48,300.218,0.0487039,0
70.15,93208.7,7828.97,26.5328,0.0914618,4.9598e+06,1292.97,300.218,0.0486919,0
70.16,93201.5,7828.98,26.5328,0.091474,4.96219e+06,1293.47,300.219,0.0486798,0
70.17,93194.3,7828.98,26.5328,0.0914863,4.96457e+06,1293.96,300.219,0.0486678,0
70.18,93187.2,7828.99,26.5328,0.0914985,4.96696e+06,1294.46,300.219,0.0486557,0
70.19,93180,7828.99,26.5328,0.0915107,4.96935e+06,1294.95,300.219,0.0486437,0
70.2,93172.9,7829,26.5329,0.091523,4.97174e+06,1295.45,300.219,0.0486316,0
70.21,93165.7,7829,26.5329,0.0915352,4.97414e+06,1295.95,300.219,0.0486195,0
70.22,93158.6,7829.01,26.5329,0.0915475,4.97653e+06,1296.44,300.22,0.0486075,0
70.23,93151.4,7829.02,26.5329,0.0915597,4.97893e+06,1296.94,300.22,0.0485954,0
70.24,93144.3,7829.02,26.5329,0.0915719,4.98133e+06,1297.44,300.22,0.0485833,0
70.25,93137.1,7829.03,26.533,0.0915842,4.98373e+06,1297.94,300.22,0.0485712,0
70.26,93129.9,7829.03,26.533,0.0915964,4.98613e+06,1298.43,300.22,0.0485591,0
70.27,93122.8,7829.04,26.533,0.0916086,4.98853e+06,1298.93,300.22,0.048547,0
70.28,93115.6,7829.05,26.533,0.0916209,4.99093e+06,1299.43,300.22,0.0485349,0
70.29,93108.4,7829.05,26.533,0.0916331,4.99334e+06,1299.93,300.221,0.0485228,0
70.3,93101.3,7829.06,26.5331,0.0916453,4.99575e+06,1300.43,300.221,0.0485107,0
70.31,93094.1,7829.06,26.5331,0.0916576,4.99816e+06,1300.93,300.221,0.0484986,0
70.32,93087,7829.07,26.5331,0.0916698,5.00056e+06,1301.43,300.221,0.0484864,0
70.33,93079.8,7829.07,26.5331,0.091682,5.00298e+06,1301.93,300.221,0.0484743,0
70.34,93072.6,7829.08,26.5331,0.0916943,5.00539e+06,1302.43,300.221,0.0484622,0
70.35,93065.4,7829.09,26.5332,0.0917065,5.0078e+06,1302.93,300.222,0.04845,0
70.36,93058.3,7829.09,26.5332,0.0917188,5.01022e+06,1303.43,300.222,0.0484379,0
70.37,93051.1,7829.1,26.5332,0.091731,5.01264e+06,1303.93,300.222,0.0484257,0
70.38,93043.9,7829.1,26.5332,0.0917432,5.01505e+06,1304.44,300.222,0.0484135,0
70.39,93036.8,7829.11,26.5332,0.0917555,5.01747e+06,1304.94,300.222,0.0484014,0
70.4,93029.6,7829.12,26.5333,0.0917677,5.0199e+06,1305.44,300.222,0.0483892,0
70.41,93022.4,7829.12,26.5333,0.09178,5.02232e+06,1305.95,300.223,0.048377,0
70.42,93015.2,7829.13,26.5333,0.0917922,5.02474e+06,1306.45,300.223,0.0483648,0
70.43,93008.1,7829.13,26.5333,0.0918044,5.02717e+06,1306.95,300.223,0.0483527,0
70.44,93000.9,7829.14,26.5333,0.0918167,5.0296e+06,1307.46,300.223,0.0483405,0
70.45,92993.7,7829.15,26.5334,0.0918289,5.03203e+06,1307.96,300.223,0.0483283,0
70.46,92986.5,7829.15,26.5334,0.0918411,5.03446e+06,1308.47,300.223,0.0483161,0
70.47,92979.3,7829.16,26.5334,0.0918534,5.03689e+06,1308.97,300.224,0.0483038,0
70.48,92972.2,7829.16,26.5334,0.0918656,5.03932e+06,1309.48,300.224,0.0482916,0
70.49,92965,7829.17,26.5334,0.0918779,5.04176e+06,1309.99,300.224,0.0482794,0
70.5,92957.8,7829.17,26.5335,0.0918901,5.04419e+06,1310.49,300.224,0.0482672,0
70.51,92950.6,7829.18,26.5335,0.0919023,5.04663e+06,1311,300.224,0.048255,0
70.52,92943.4,7829.19,26.5335,0.0919146,5.04907e+06,1311.51,300.224,0.0482427,0
70.53,92936.2,7829.19,26.5335,0.0919268,5.05151e+06,1312.01,300.225,0.0482305,0
70.54,92929.1,7829.2,26.5335,0.0919391,5.05396e+06,1312.52,300.225,0.0482182,0
70.55,92921.9,7829.2,26.5336,0.0919513,5.0564e+06,1313.03,300.225,0.048206,0
70.56,92914.7,7829.21,26.5336,0.0919636,5.05885e+06,1313.54,300.225,0.0481937,0
70.57,92907.5,7829.21,26.5336,0.0919758,5.06129e+06,1314.05,300.225,0.0481814,0
70.58,92900.3,7829.22,26.5336,0.091988,5.06374e+06,1314.56,300.225,0.0481692,0
70.59,92893.1,7829.23,26.5336,0.0920003,5.06619e+06,1315.07,300.225,0.0481569,0
70.6,92885.9,7829.23,26.5337,0.0920125,5.06864e+06,1315.58,300.226,0.0481446,0
70.61,92878.7,7829.24,26.5337,0.0920248,5.0711e+06,1316.09,300.226,0.0481323,0
70.62,92871.5,7829.24,26.5337,0.092037,5.07355e+06,1316.6,300.226,0.04812,0
70.63,92864.3,7829.25,26.5337,0.0920493,5.07601e+06,1317.11,300.226,0.0481077,0
70.64,92857.1,7829.26,26.5337,0.0920615,5.07846e+06,1317.62,300.226,0.0480954,0
70.65,92849.9,7829.26,26.5338,0.0920737,5.08092e+06,1318.13,300.226,0.0480831,0
70.66,92842.7,7829.27,26.5338,0.092086,5.08338e+06,1318.64,300.227,0.0480708,0
70.67,92835.5,7829.27,26.5338,0.0920982,5.08585e+06,1319.16,300.227,0.0480585,0
70.68,92828.3,7829.28,26.5338,0.0921105,5.08831e+06,1319.67,300.227,0.0480462,0
70.69,92821.1,7829.28,26.5338,0.0921227,5.09077e+06,1320.18,300.227,0.0480338,0
70.7,92813.9,7829.29,26.5338,0.092135,5.09324e+06,1320.7,300.227,0.0480215,0
70.71,92806.7,7829.3,26.5339,0.0921472,5.09571e+06,1321.21,300.227,0.0480091,0
70.72,92799.5,7829.3,26.5339,0.0921595,5.09818e+06,1321.73,300.228,0.0479968,0
70.73,92792.3,7829.31,26.5339,0.0921717,5.10065e+06,1322.24,300.228,0.0479844,0
70.74,92785.1,7829.31,26.5339,0.0921839,5.10312e+06,1322.76,300.228,0.0479721,0
70.75,92777.9,7829.32,26.5339,0.0921962,5.1056e+06,1323.27,300.228,0.0479597,0
70.76,92770.7,7829.33,26.534,0.0922084,5.10807e+06,1323.79,300.228,0.0479473,0
70.77,92763.5,7829.33,26.534,0.0922207,5.11055e+06,1324.3,300.228,0.047935,0
70.78,92756.3,7829.34,26.534,0.0922329,5.11303e+06,1324.82,300.229,0.0479226,0
70.79,92749.1,7829.34,26.534,0.0922452,5.11551e+06,1325.34,300.229,0.0479102,0
70.8,92741.8,7829.35,26.534,0.0922574,5.11799e+06,1325.85,300.229,0.0478978,0
70.81,92734.6,7829.35,26.5341,0.0922697,5.12048e+06,1326.37,300.229,0.0478854,0
70.82,92727.4,7829.36,26.5341,0.0922819,5.12296e+06,1326.89,300.229,0.047873,0
70.83,92720.2,7829.37,26.5341,0.0922942,5.12545e+06,1327.41,300.229,0.0478606,0
70.84,92713,7829.37,26.5341,0.0923064,5.12794e+06,1327.93,300.23,0.0478482,0
70.85,92705.8,7829.38,26.5341,0.0923187,5.13042e+06,1328.45,300.23,0.0478358,0
70.86,92698.5,7829.38,26.5342,0.0923309,5.13292e+06,1328.97,300.23,0.0478233,0
70.87,92691.3,7829.39,26.5342,0.0923432,5.13541e+06,1329.49,300.23,0.0478109,0
70.88,92684.1,7829.39,26.5342,0.0923554,5.1379e+06,1330.01,300.23,0.0477985,0
70.89,92676.9,7829.4,26.5342,0.0923677,5.1404e+06,1330.53,300.23,0.047786,0
70.9,92669.7,7829.41,26.5342,0.0923799,5.1429e+06,1331.05,300.231,0.0477736,0
70.91,92662.4,7829.41,26.5343,0.0923922,5.14539e+06,1331.57,300.231,0.0477611,0
70.92,92655.2,7829.42,26.5343,0.0924044,5.14789e+06,1332.09,300.231,0.0477486,0
70.93,92648,7829.42,26.5343,0.0924166,5.1504e+06,1332.61,300.231,0.0477362,0
70.94,92640.8,7829.43,26.5343,0.0924289,5.1529e+06,1333.14,300.231,0.0477237,0
70.95,92633.5,7829.43,26.5343,0.0924411,5.15541e+06,1333.66,300.232,0.0477112,0
70.96,92626.3,7829.44,26.5344,0.0924534,5.15791e+06,1334.18,300.232,0.0476987,0
70.97,92619.1,7829.45,26.5344,0.0924657,5.16042e+06,1334.71,300.232,0.0476863,0
70.98,92611.9,7829.45,26.5344,0.0924779,5.16293e+06,1335.23,300.232,0.0476738,0
70.99,92604.6,7829.46,26.5344,0.0924902,5.16544e+06,1335.75,300.232,0.0476613,0
71,92597.4,7829.46,26.5344,0.0925024,5.16795e+06,1336.28,300.232,0.0476488,0
71.01,92590.2,7829.47,26.5345,0.0925147,5.17047e+06,1336.8,300.233,0.0476362,0
71.02,92582.9,7829.48,26.5345,0.0925269,5.17298e+06,1337.33,300.233,0.0476237,0
71.03,92575.7,7829.48,26.5345,0.0925392,5.1755e+06,1337.86,300.233,0.0476112,0
71.04,92568.5,7829.49,26.5345,0.0925514,5.17802e+06,1338.38,300.233,0.0475987,0
71.05,92561.2,7829.49,26.5345,0.0925637,5.18054e+06,1338.91,300.233,0.0475861,0
71.06,92554,7829.5,26.5346,0.0925759,5.18306e+06,1339.44,300.233,0.0475736,0
71.07,92546.7,7829.5,26.5346,0.0925882,5.18559e+06,1339.96,300.234,0.0475611,0
71.08,92539.5,7829.51,26.5346,0.0926004,5.18811e+06,1340.49,300.234,0.0475485,0
71.09,92532.3,7829.52,26.5346,0.0926127,5.19064e+06,1341.02,300.234,0.047536,0
71.1,92525,7829.52,26.5346,0.0926249,5.19317e+06,1341.55,300.234,0.0475234,0
71.11,92517.8,7829.53,26.5347,0.0926372,5.1957e+06,1342.08,300.234,0.0475108,0
71.12,92510.5,7829.53,26.5347,0.0926494,5.19823e+06,1342.61,300.234,0.0474983,0
71.13,92503.3,7829.54,26.5347,0.0926617,5.20076e+06,1343.14,300.235,0.0474857,0
71.14,92496,7829.54,26.5347,0.0926739,5.20329e+06,1343.67,300.235,0.0474731,0
71.15,92488.8,7829.55,26.5347,0.0926862,5.20583e+06,1344.2,300.235,0.0474605,0
71.16,92481.6,7829.56,26.5347,0.0926985,5.20837e+06,1344.73,300.235,0.0474479,0
71.17,92474.3,7829.56,26.5348,0.0927107,5.21091e+06,1345.26,300.235,0.0474353,0
71.18,92467.1,7829.57,26.5348,0.092723,5.21345e+06,1345.79,300.235,0.0474227,0
71.19,92459.8,7829.57,26.5348,0.0927352,5.21599e+06,1346.32,300.236,0.0474101,0
71.2,92452.6,7829.58,26.5348,0.0927475,5.21853e+06,1346.85,300.236,0.0473975,0
71.21,92445.3,7829.58,26.5348,0.0927597,5.22108e+06,1347.39,300.236,0.0473848,0
71.22,92438,7829.59,26.5349,0.092772,5.22363e+06,1347.92,300.236,0.0473722,0
71.23,92430.8,7829.6,26.5349,0.0927842,5.22618e+06,1348.45,300.236,0.0473596,0
71.24,92423.5,7829.6,26.5349,0.0927965,5.22873e+06,1348.99,300.237,0.0473469,0
71.25,92416.3,7829.61,26.5349,0.0928088,5.23128e+06,1349.52,300.237,0.0473343,0
71.26,92409,7829.61,26.5349,0.092821,5.23383e+06,1350.06,300.237,0.0473216,0
71.27,92401.8,7829.62,26.535,0.0928333,5.23639e+06,1350.59,300.237,0.047309,0
71.28,92394.5,7829.62,26.535,0.0928455,5.23894e+06,1351.13,300.237,0.0472963,0
71.29,92387.3,7829.63,26.535,0.0928578,5.2415e+06,1351.66,300.237,0.0472836,0
71.3,92380,7829.64,26.535,0.09287,5.24406e+06,1352.2,300.238,0.047271,0
71.31,92372.7,7829.64,26.535,0.0928823,5.24662e+06,1352.73,300.238,0.0472583,0
71.32,92365.5,7829.65,26.5351,0.0928946,5.24918e+06,1353.27,300.238,0.0472456,0
71.33,92358.2,7829.65,26.5351,0.0929068,5.25175e+06,1353.81,300.238,0.0472329,0
71.34,92350.9,7829.66,26.5351,0.0929191,5.25431e+06,1354.35,300.238,0.0472202,0
71.35,92343.7,7829.66,26.5351,0.0929313,5.25688e+06,1354.88,300.238,0.0472075,0
71.36,92336.4,7829.67,26.5351,0.0929436,5.25945e+06,1355.42,300.239,0.0471948,0
71.37,92329.1,7829.68,26.5352,0.0929559,5.26202e+06,1355.96,300.239,0.0471821,0
71.38,92321.9,7829.68,26.5352,0.0929681,5.26459e+06,1356.5,300.239,0.0471693,0
71.39,92314.6,7829.69,26.5352,0.0929804,5.26717e+06,1357.04,300.239,0.0471566,0
71.4,92307.3,7829.69,26.5352,0.0929926,5.26974e+06,1357.58,300.239,0.0471439,0
71.41,92300.1,7829.7,26.5352,0.0930049,5.27232e+06,1358.12,300.24,0.0471311,0
71.42,92292.8,7829.7,26.5352,0.0930172,5.2749e+06,1358.66,300.24,0.0471184,0
71.43,92285.5,7829.71,26.5353,0.0930294,5.27748e+06,1359.2,300.24,0.0471056,0
71.44,92278.2,7829.71,26.5353,0.0930417,5.28006e+06,1359.74,300.24,0.0470929,0
71.45,92271,7829.72,26.5353,0.0930539,5.28265e+06,1360.29,300.24,0.0470801,0
71.46,92263.7,7829.73,26.5353,0.0930662,5.28523e+06,1360.83,300.24,0.0470674,0
71.47,92256.4,7829.73,26.5353,0.0930785,5.28782e+06,1361.37,300.241,0.0470546,0
71.48,92249.1,7829.74,26.5354,0.0930907,5.29041e+06,1361.92,300.241,0.0470418,0
71.49,92241.9,7829.74,26.5354,0.093103,5.293e+06,1362.46,300.241,0.047029,0
71.5,92234.6,7829.75,26.5354,0.0931153,5.29559e+06,1363,300.241,0.0470162,0
71.51,92227.3,7829.75,26.5354,0.0931275,5.29818e+06,1363.55,300.241,0.0470034,0
71.52,92220,7829.76,26.5354,0.0931398,5.30077e+06,1364.09,300.241,0.0469906,0
71.53,92212.7,7829.77,26.5355,0.0931521,5.30337e+06,1364.64,300.242,0.0469778,0
71.54,92205.5,7829.77,26.5355,0.0931643,5.30597e+06,1365.18,300.242,0.046965,0
71.55,92198.2,7829.78,26.5355,0.0931766,5.30857e+06,1365.73,300.242,0.0469522,0
71.56,92190.9,7829.78,26.5355,0.0931888,5.31117e+06,1366.27,300.242,0.0469394,0
71.57,92183.6,7829.79,26.5355,0.0932011,5.31377e+06,1366.82,300.242,0.0469265,0
71.58,92176.3,7829.79,26.5356,0.0932134,5.31638e+06,1367.37,300.243,0.0469137,0
71.59,92169,7829.8,26.5356,0.0932256,5.31898e+06,1367.92,300.243,0.0469009,0
71.6,92161.7,7829.81,26.5356,0.0932379,5.32159e+06,1368.46,300.243,0.046888,0
71.61,92154.4,7829.81,26.5356,0.0932502,5.3242e+06,1369.01,300.243,0.0468752,0
71.62,92147.2,7829.82,26.5356,0.0932624,5.32681e+06,1369.56,300.243,0.0468623,0
71.63,92139.9,7829.82,26.5357,0.0932747,5.32942e+06,1370.11,300.243,0.0468494,0
71.64,92132.6,7829.83,26.5357,0.093287,5.33204e+06,1370.66,300.244,0.0468366,0
71.65,92125.3,7829.83,26.5357,0.0932992,5.33465e+06,1371.21,300.244,0.0468237,0
71.66,92118,7829.84,26.5357,0.0933115,5.33727e+06,1371.76,300.244,0.0468108,0
71.67,92110.7,7829.85,26.5357,0.0933238,5.33989e+06,1372.31,300.244,0.0467979,0
71.68,92103.4,7829.85,26.5357,0.093336,5.34251e+06,1372.86,300.244,0.046785,0
71.69,92096.1,7829.86,26.5358,0.0933483,5.34513e+06,1373.41,300.245,0.0467721,0
71.7,92088.8,7829.86,26.5358,0.0933606,5.34776e+06,1373.97,300.245,0.0467592,0
71.71,92081.5,7829.87,26.5358,0.0933728,5.35038e+06,1374.52,300.245,0.0467463,0
71.72,92074.2,7829.87,26.5358,0.0933851,5.35301e+06,1375.07,300.245,0.0467334,0
71.73,92066.9,7829.88,26.5358,0.0933974,5.35564e+06,1375.62,300.245,0.0467204,0
71.74,92059.6,7829.88,26.5359,0.0934096,5.35827e+06,1376.18,300.246,0.0467075,0
71.75,92052.3,7829.89,26.5359,0.0934219,5.3609e+06,1376.73,300.246,0.0466946,0
71.76,92045,7829.9,26.5359,0.0934342,5.36353e+06,1377.28,300.246,0.0466816,0
71.77,92037.7,7829.9,26.5359,0.0934465,5.36617e+06,1377.84,300.246,0.0466687,0
71.78,92030.4,7829.91,26.5359,0.0934587,5.36881e+06,1378.39,300.246,0.0466557,0
71.79,92023.1,7829.91,26.536,0.093471,5.37144e+06,1378.95,300.246,0.0466428,0
71.8,92015.7,7829.92,26.536,0.0934833,5.37408e+06,1379.51,300.247,0.0466298,0
71.81,92008.4,7829.92,26.536,0.0934955,5.37673e+06,1380.06,300.247,0.0466168,0
71.82,92001.1,7829.93,26.536,0.0935078,5.37937e+06,1380.62,300.247,0.0466039,0
71.83,91993.8,7829.94,26.536,0.0935201,5.38201e+06,1381.18,300.247,0.0465909,0
71.84,91986.5,7829.94,26.5361,0.0935324,5.38466e+06,1381.73,300.247,0.0465779,0
71.85,91979.2,7829.95,26.5361,0.0935446,5.38731e+06,1382.29,300.248,0.0465649,0
71.86,91971.9,7829.95,26.5361,0.0935569,5.38996e+06,1382.85,300.248,0.0465519,0
71.87,91964.6,7829.96,26.5361,0.0935692,5.39261e+06,1383.41,300.248,0.0465389,0
71.88,91957.2,7829.96,26.5361,0.0935814,5.39526e+06,1383.97,300.248,0.0465259,0
71.89,91949.9,7829.97,26.5361,0.0935937,5.39792e+06,1384.53,300.248,0.0465129,0
71.9,91942.6,7829.97,26.5362,0.093606,5.40058e+06,1385.09,300.248,0.0464998,0
71.91,91935.3,7829.98,26.5362,0.0936183,5.40323e+06,1385.65,300.249,0.0464868,0
71.92,91928,7829.99,26.5362,0.0936305,5.40589e+06,1386.21,300.249,0.0464738,0
71.93,91920.6,7829.99,26.5362,0.0936428,5.40856e+06,1386.77,300.249,0.0464607,0
71.94,91913.3,7830,26.5362,0.0936551,5.41122e+06,1387.33,300.249,0.0464477,0
71.95,91906,7830,26.5363,0.0936674,5.41388e+06,1387.89,300.249,0.0464346,0
71.96,91898.7,7830.01,26.5363,0.0936796,5.41655e+06,1388.46,300.25,0.0464216,0
71.97,91891.4,7830.01,26.5363,0.0936919,5.41922e+06,1389.02,300.25,0.0464085,0
71.98,91884,7830.02,26.5363,0.0937042,5.42189e+06,1389.58,300.25,0.0463954,0
71.99,91876.7,7830.02,26.5363,0.0937165,5.42456e+06,1390.15,300.25,0.0463824,0
